Weight_kg_x,age_x,Height_cm_x, score1_x, score2_x, score3_x, score4_x, score5_x, score6_x,First_Name_x,Gender_x,Last_Name_x,Overall_Points_x,Percentiles100_x,Region_x,athlete_ID_x,nameURL_x,overall-rank_x,sex&division_x,overall-rank_y, score1_y, score2_y, score3_y, score4_y, score5_y, score6_y,Weight_kg_y,age_y,Height_cm_y,athlete_ID_y,nameURL_y,First_Name_y,Last_Name_y,Region_y,sex&division_y,Gender_y,Overall_Points_y,Percentiles100_y,Component_1_AC_Female_Trans,Component_2_AC_Female_Trans,Labels_AC_Female_Trans_MDS,Component_1_SL_Female_Trans,Component_2_SL_Female_Trans,Labels_SL_Female_Trans_MDS,Autoencoder_1_AC_Female_Trans_2,Autoencoder_2_AC_Female_Trans_2,Labels_AC_Female_Trans_2_Auto,Autoencoder_1_SL_Female_Trans_2,Autoencoder_2_SL_Female_Trans_2,Labels_SL_Female_Trans_2_Auto
0.5816326530612245,0.25,0.6538461538461536,0.948019801980198,0.7535101404056163,0.7078651685393258,0.562874251497006,0.7494824016563147,0.8079470198675497,Deborah,F,Cordner,1513.0,99,North Central,86394,/athletes/deborah-cordner,20,F0,20,384.0,484.0,64.0,95.0,363.0,123.0,61.0,30.0,165.1,86394,/athletes/deborah-cordner,Deborah,Cordner,North Central,F0,F,1513.0,99,-1.279302191804546,-1.282928200608042,0,277.61720471388355,25.479135783899228,3,0.4980117904069491,0.4989454422300691,3,0.49679049640877143,0.5516718059372667,0
0.6326530612244898,0.234375,0.7307692307692307,0.7945544554455446,0.7535101404056163,0.7303370786516854,0.5808383233532934,0.7681159420289855,0.8013245033112583,Jenny,F,Labaw,1464.0,99,Northern California,38940,/athletes/jenny-labaw,21,F0,21,322.0,484.0,66.0,98.0,372.0,122.0,66.0,29.0,170.18,38940,/athletes/jenny-labaw,Jenny,Labaw,Northern California,F0,F,1464.0,99,-3.379671546117516,5.682032372356545,1,252.559747698625,18.211118977416948,3,0.49914024763347,0.496325245991383,3,0.5017150638572176,0.5507294158483612,0
0.5204081632653061,0.171875,0.6153846153846153,0.8886138613861386,0.7613104524180967,0.6292134831460674,0.6766467065868264,0.7536231884057971,0.7615894039735099,Cheryl,F,Nasso,1501.0,99,Southeast,13376,/athletes/cheryl-nasso,22,F0,22,360.0,489.0,57.0,114.0,365.0,116.0,55.0,25.0,162.56,13376,/athletes/cheryl-nasso,Cheryl,Nasso,Southeast,F0,F,1501.0,99,-5.522959677476583,-8.233141656482823,0,265.99970506711446,41.531747511585635,3,0.5001756606438799,0.4954416922402651,3,0.49503022968326166,0.5556844249647716,0
0.6122448979591837,0.40625,0.692307692307692,0.8737623762376238,0.7581903276131046,0.6741573033707865,0.5868263473053892,0.7432712215320911,0.7615894039735099,Jennifer,F,Morris,1477.0,99,Canada East,3673,/athletes/jennifer-morris,23,F0,23,354.0,487.0,61.0,99.0,360.0,116.0,64.0,40.0,167.64,3673,/athletes/jennifer-morris,Jennifer,Morris,Canada East,F0,F,1477.0,99,7.8990251919138865,4.223810718819285,1,258.3259241110949,37.70761974284048,3,0.49661099472787373,0.5055416910750583,3,0.49775460539100813,0.5520660850983872,0
0.5612244897959183,0.25,0.4999999999999999,0.7896039603960396,0.7613104524180967,0.7191011235955056,0.6766467065868264,0.7660455486542443,0.7417218543046358,Jennifer,F,Butler,1472.0,99,Mid Atlantic,11461,/athletes/jennifer-butler,24,F0,24,320.0,489.0,65.0,114.0,371.0,113.0,59.0,30.0,154.94,11461,/athletes/jennifer-butler,Jennifer,Butler,Mid Atlantic,F0,F,1472.0,99,0.45740883224069684,-10.860624328662492,0,254.65349837026554,-5.9563670237111355,3,0.49188287982632234,0.5043609529627001,3,0.5003821482702693,0.5533886630517628,0
0.6530612244897959,0.171875,0.8461538461538463,0.8811881188118812,0.8159126365054602,0.797752808988764,0.6706586826347305,0.6376811594202898,0.7483443708609272,Azadeh,F,Boroumand,1489.0,99,South Central,5860,/athletes/azadeh-boroumand,25,F0,25,357.0,524.0,72.0,113.0,309.0,114.0,68.0,25.0,177.8,5860,/athletes/azadeh-boroumand,Azadeh,Boroumand,South Central,F0,F,1489.0,99,-8.836921362853769,12.352830812311506,1,268.2537962333302,-30.43646865036082,3,0.5041237192548499,0.48939640147298547,2,0.4947120611572924,0.5499937753839287,0
0.5408163265306123,0.296875,0.7307692307692307,0.8193069306930693,0.7285491419656787,0.7752808988764045,0.5688622754491018,0.7142857142857143,0.7748344370860927,Michelle,F,Crawford,1430.0,98,Mid Atlantic,106940,/athletes/michelle-crawford-0,26,F0,26,332.0,468.0,70.0,96.0,346.0,118.0,57.0,33.0,170.18,106940,/athletes/michelle-crawford-0,Michelle,Crawford,Mid Atlantic,F0,F,1430.0,98,2.6427568632357477,0.4539362373017028,2,231.3140806610789,18.80064003455101,3,0.503213174232809,0.4974286759385022,3,0.5007387085465308,0.547576937383144,0
0.5408163265306123,0.234375,0.6153846153846153,0.754950495049505,0.7800312012480499,0.7078651685393258,0.8023952095808383,0.7349896480331263,0.9072847682119205,Laurie,F,Galassi,1500.0,99,Northern California,7454,/athletes/laurie-galassi,27,F0,27,306.0,501.0,64.0,135.0,356.0,138.0,57.0,29.0,162.56,7454,/athletes/laurie-galassi,Laurie,Galassi,Northern California,F0,F,1500.0,99,-1.5149249057308793,-5.974697593370897,0,255.80541200514776,46.286716851409615,3,0.4984777423989562,0.49882938929135096,3,0.4954240209823394,0.5558683314051338,0
0.6326530612244898,0.328125,0.692307692307692,0.7821782178217822,0.7379095163806553,0.6853932584269663,0.592814371257485,0.7204968944099379,0.8013245033112583,Angie,F,Pye,1424.0,98,Canada West,48203,/athletes/angie-pye,28,F0,28,317.0,474.0,62.0,100.0,349.0,122.0,66.0,35.0,167.64,48203,/athletes/angie-pye,Angie,Pye,Canada West,F0,F,1424.0,98,2.7961271750653376,4.8524194025811465,1,229.86327431122527,23.222513412161337,3,0.496372589631212,0.5022416323863523,3,0.49902447997474997,0.5499021475562675,0
0.6326530612244898,0.234375,0.8076923076923075,0.8688118811881188,0.6864274570982839,0.797752808988764,0.562874251497006,0.7142857142857143,0.7814569536423841,Mary,F,Lampas,1425.0,98,Southwest,39857,/athletes/mary-lampas,29,F0,29,352.0,441.0,72.0,95.0,346.0,119.0,66.0,29.0,175.26,39857,/athletes/mary-lampas,Mary,Lampas,Southwest,F0,F,1425.0,98,-4.059852530713962,9.751210377350281,1,223.99421464037033,39.421617878875786,1,0.502729653104846,0.4934100820192765,3,0.5002420606751083,0.5465126025379289,0
0.5612244897959183,0.15625,0.4999999999999999,0.8465346534653465,0.7893915756630265,0.7078651685393258,0.5688622754491018,0.6583850931677019,0.8278145695364238,Ashley,F,Van,1455.0,98,Northeast,10914,/athletes/ashley-van-boxtel,31,F0,31,343.0,507.0,64.0,96.0,319.0,126.0,59.0,24.0,154.94,10914,/athletes/ashley-van-boxtel,Ashley,Van,Northeast,F0,F,1455.0,98,-6.704916027565474,-11.784405355158071,0,252.57449269011707,-14.507107118612645,3,0.4928556569725557,0.499902335680081,3,0.4953883459711867,0.5488198904354973,0
0.6326530612244898,0.25,0.7307692307692307,0.7648514851485149,0.6801872074882995,0.7752808988764045,0.6287425149700598,0.8385093167701864,0.9337748344370861,Talayna,F,Fortunato,1471.0,99,Southeast,6507,/athletes/talayna-fortunato,32,F0,32,310.0,437.0,70.0,106.0,406.0,142.0,66.0,30.0,170.18,6507,/athletes/talayna-fortunato,Talayna,Fortunato,Southeast,F0,F,1471.0,99,-2.3867448292400284,5.825356942530609,1,251.71459782185195,17.212790131656977,3,0.4989780808627398,0.4970683347329717,3,0.5041334332672914,0.5512477220843919,0
0.5510204081632653,0.390625,0.5384615384615382,0.849009900990099,0.750390015600624,0.7303370786516854,0.5808383233532934,0.6666666666666666,0.7615894039735099,Cheryl,F,Brost,1429.0,98,Northwest,5847,/athletes/cheryl-brost,33,F0,33,344.0,482.0,66.0,98.0,323.0,116.0,58.0,39.0,157.48,5847,/athletes/cheryl-brost,Cheryl,Brost,Northwest,F0,F,1429.0,98,8.971855201971925,-7.447048255261417,2,235.2771280222175,16.215141032101993,3,0.4927425137539921,0.5093826461116329,3,0.49692907510786954,0.5480542429580453,0
0.5510204081632653,0.15625,0.6153846153846153,0.8811881188118812,0.7441497659906396,0.6629213483146067,0.5868263473053892,0.6687370600414079,0.7549668874172185,Taylor,F,Richards,1433.0,98,Southwest,24414,/athletes/taylor-richards-lindsay,34,F0,34,357.0,478.0,60.0,99.0,324.0,115.0,58.0,24.0,162.56,24414,/athletes/taylor-richards-lindsay,Taylor,Richards,Southwest,F0,F,1433.0,98,-6.566748343012782,-6.236013773772352,0,239.1797150931079,13.345146165655056,3,0.4987639501601897,0.49532158511102464,3,0.4946075010293957,0.549709825365462,0
0.6530612244897959,0.265625,0.692307692307692,0.7846534653465347,0.7051482059282371,0.7303370786516854,0.5988023952095808,0.7122153209109731,0.7350993377483444,Leah,F,Polaski,1395.0,97,Southeast,8944,/athletes/leah-polaski,35,F0,35,318.0,453.0,66.0,101.0,345.0,112.0,68.0,31.0,167.64,8944,/athletes/leah-polaski,Leah,Polaski,Southeast,F0,F,1395.0,97,-1.2767579175409607,5.802981390092869,1,213.7637071452567,12.01288236561064,3,0.4959720289440262,0.4996844981559919,3,0.5005364085526665,0.5481988155296844,0
0.5408163265306123,0.234375,0.5463355542095699,0.8886138613861386,0.7940717628705148,0.6292134831460674,0.7305389221556886,0.6314699792960663,0.847682119205298,Amy,F,Dracup,1485.0,99,Australia,26431,/athletes/amy-dracup,37,F0,37,360.0,510.0,57.0,123.0,306.0,129.0,57.0,29.0,158.0,26431,/athletes/amy-dracup,Amy,Dracup,Australia,F0,F,1485.0,99,-0.9461365166655841,-9.355216468403077,0,263.29090500397194,-3.773739249686557,3,0.49525586895307494,0.5014464276358797,3,0.48817468434259526,0.5540198354430116,0
0.5102040816326531,0.265625,0.38461538461538447,0.9925742574257426,0.8112324492979719,0.651685393258427,0.5808383233532934,0.6666666666666666,0.7284768211920529,Megan,F,John,1514.0,99,North Central,8878,/athletes/megan-john,38,F0,38,402.0,521.0,59.0,98.0,323.0,111.0,54.0,31.0,147.32,8878,/athletes/megan-john,Megan,John,North Central,F0,F,1514.0,99,2.93233069408611,-19.94117543509322,0,293.2306448301099,-23.248275093808342,3,0.488960777288931,0.5084382628430036,1,0.4914808494127151,0.552405304802864,0
0.5408163265306123,0.390625,0.576923076923077,0.8168316831683168,0.7847113884555382,0.6966292134831461,0.7425149700598802,0.6356107660455487,0.7748344370860927,Becky,F,Conzelman,1449.0,98,Mid Atlantic,38026,/athletes/becky-conzelman,39,F0,39,331.0,504.0,63.0,125.0,308.0,118.0,57.0,39.0,160.02,38026,/athletes/becky-conzelman,Becky,Conzelman,Mid Atlantic,F0,F,1449.0,98,8.585908561986416,-6.13716120891478,2,244.10954799722637,7.741667853359054,3,0.49506150811416844,0.5077177269676727,3,0.49243795008133645,0.5522345788076566,0
0.6122448979591837,0.21875,0.6538461538461536,0.8985148514851485,0.7784711388455539,0.8426966292134831,0.5329341317365269,0.7577639751552795,0.7549668874172185,Elma,F,Ducic,1512.0,99,Canada East,13949,/athletes/elma-ducic,40,F0,40,364.0,500.0,76.0,90.0,367.0,115.0,64.0,28.0,165.1,13949,/athletes/elma-ducic,Elma,Ducic,Canada East,F0,F,1512.0,99,-3.5942798850650677,0.48743665871127734,0,279.3532663856009,13.83194435139071,3,0.49676227952030094,0.4980822113814416,3,0.502580941508307,0.5487382492541222,0
0.5816326530612245,0.21875,0.576923076923077,0.745049504950495,0.8127925117004681,0.7528089887640449,0.6586826347305389,0.6935817805383023,0.7880794701986755,Ginny,F,King,1459.0,98,North Central,7492,/athletes/ginny-king,41,F0,41,302.0,522.0,68.0,111.0,336.0,120.0,61.0,28.0,160.02,7492,/athletes/ginny-king,Ginny,King,North Central,F0,F,1459.0,98,-2.755052287821246,-5.538335279844041,0,256.93600637875375,9.248165234329639,3,0.4947468744780662,0.5003746773921907,3,0.4990656095465212,0.5508306519311906,0
0.5408163265306123,0.25,0.5384615384615382,0.8663366336633663,0.7051482059282371,0.5730337078651685,0.718562874251497,0.7432712215320911,0.7814569536423841,Jessica,F,Hellyer,1456.0,98,North Central,10227,/athletes/jessica-hellyer-schulz,42,F0,42,351.0,453.0,52.0,121.0,360.0,119.0,57.0,30.0,157.48,10227,/athletes/jessica-hellyer-schulz,Jessica,Hellyer,North Central,F0,F,1456.0,98,0.13521062075369022,-9.597499034432866,0,236.4788527994839,49.76941032574069,1,0.494726332483547,0.5024879673494544,3,0.4931724267486447,0.5559157184351564,0
0.5204081632653061,0.203125,0.5384615384615382,0.8539603960396039,0.7597503900156006,0.5730337078651685,0.5688622754491018,0.7743271221532091,0.8211920529801324,Kelley,F,Jackson,1482.0,99,North Central,14034,/athletes/kelley-jackson,43,F0,43,346.0,488.0,52.0,96.0,375.0,125.0,55.0,27.0,157.48,14034,/athletes/kelley-jackson,Kelley,Jackson,North Central,F0,F,1482.0,99,-2.6706370971868987,-11.413392525715144,0,266.23500955202576,2.7747875275810103,3,0.49626196216512297,0.499843287997672,3,0.4967103287499958,0.5543182023447535,0
0.5612244897959183,0.234375,0.6153846153846153,0.8613861386138614,0.7363494539781591,0.6179775280898876,0.562874251497006,0.6935817805383023,0.7748344370860927,Amanda,F,Butterfield,1427.0,98,Southwest,52811,/athletes/amanda-butterfield,44,F0,44,349.0,473.0,56.0,95.0,336.0,118.0,59.0,29.0,162.56,52811,/athletes/amanda-butterfield,Amanda,Butterfield,Southwest,F0,F,1427.0,98,-1.7077181686501695,-4.6253719603630135,0,235.30602833918755,27.620716292978738,3,0.497428506798108,0.49924472368288825,3,0.495267663062626,0.550345556250085,0
0.6530612244897959,0.234375,0.5384615384615382,0.8861386138613861,0.6817472698907956,0.7865168539325843,0.5449101796407185,0.6811594202898551,0.8278145695364238,Megan,F,Norris,1416.0,98,South Central,63354,/athletes/megan-norris,45,F0,45,359.0,438.0,71.0,92.0,330.0,126.0,68.0,29.0,157.48,63354,/athletes/megan-norris,Megan,Norris,South Central,F0,F,1416.0,98,-4.720662410002541,-4.12924476661238,0,221.98852806889525,22.623962184110805,3,0.48911912774166283,0.5040291271150416,3,0.49807945273103005,0.5453149031151739,0
0.673469387755102,0.125,0.8076923076923075,0.7772277227722773,0.7862714508580343,0.6629213483146067,0.5748502994011976,0.7494824016563147,0.7019867549668874,Samantha,F,Petersen,1447.0,98,Northwest,15579,/athletes/samantha-petersen,47,F0,47,315.0,505.0,60.0,97.0,363.0,107.0,70.0,22.0,175.26,15579,/athletes/samantha-petersen,Samantha,Petersen,Northwest,F0,F,1447.0,98,-11.564778198469954,11.071036769042314,1,256.2931837574091,2.5827757312047708,3,0.5017663371597239,0.4890402788842192,2,0.5009947323603411,0.5518551412913087,0
0.673469387755102,0.1875,0.7692307692307692,0.7772277227722773,0.6614664586583463,0.651685393258427,0.5868263473053892,0.7494824016563147,0.8079470198675497,Shanon,F,Humphrey,1384.0,97,Southern California,15455,/athletes/shanon-humphrey,49,F0,49,315.0,425.0,59.0,99.0,363.0,123.0,70.0,26.0,172.72,15455,/athletes/shanon-humphrey,Shanon,Humphrey,Southern California,F0,F,1384.0,97,-7.167324125091392,9.88909216087749,1,207.47928538919314,26.95167155024876,3,0.49932295881735805,0.493469119540131,3,0.4999016752508489,0.5494353668930565,0
0.5816326530612245,0.1875,0.6153846153846153,0.7772277227722773,0.7051482059282371,0.5730337078651685,0.7724550898203593,0.7867494824016563,0.7682119205298014,Michelle,F,Kinney,1448.0,98,Central East,4639,/athletes/michelle-kinney,50,F0,50,315.0,453.0,52.0,130.0,381.0,117.0,61.0,26.0,162.56,4639,/athletes/michelle-kinney,Michelle,Kinney,Central East,F0,F,1448.0,98,-4.978656727849467,-3.828686512876421,0,232.6978422483463,57.27830471802907,1,0.49686577364689344,0.49743071774327774,3,0.4962757250955127,0.5577022932425972,0
0.6020408163265306,0.15625,0.576923076923077,0.7574257425742574,0.7737909516380655,0.6067415730337079,0.6586826347305389,0.6935817805383023,0.8013245033112583,Jaime,F,Gold,1428.0,98,Central East,11157,/athletes/jaime-gold,53,F0,53,307.0,497.0,55.0,111.0,336.0,122.0,63.0,24.0,160.02,11157,/athletes/jaime-gold,Jaime,Gold,Central East,F0,F,1428.0,98,-7.859326440729838,-4.998436612052737,0,236.9013165152195,20.67593524270681,3,0.49434633796740024,0.4978175420318,3,0.49538510026339555,0.5527771781096837,0
0.5816326530612245,0.140625,0.4999999999999999,0.8688118811881188,0.6427457098283932,0.6067415730337079,0.7245508982035929,0.7204968944099379,0.8211920529801324,Emily,F,Bridgers,1416.0,98,Southeast,1745,/athletes/emily-bridgers,55,F0,55,352.0,413.0,55.0,122.0,349.0,125.0,61.0,23.0,154.94,1745,/athletes/emily-bridgers,Emily,Bridgers,Southeast,F0,F,1416.0,98,-8.72469876777141,-10.844476300366773,0,214.5798010564366,40.499045180101916,1,0.49196877527560373,0.4995745504256815,3,0.49276732085503044,0.5532903536794823,0
0.6122448979591837,0.1875,0.6538461538461536,0.7772277227722773,0.6365054602184087,0.9213483146067416,0.6766467065868264,0.7018633540372671,0.7417218543046358,Stacie,F,Tovar,1374.0,97,North Central,4987,/athletes/stacie-tovar,55,F0,55,315.0,409.0,83.0,114.0,340.0,113.0,64.0,26.0,165.1,4987,/athletes/stacie-tovar,Stacie,Tovar,North Central,F0,F,1374.0,97,-5.671701530232828,0.12177446274451283,0,188.53673100603052,37.60571879349805,1,0.49708660192998727,0.4965960119446559,3,0.5036162227245192,0.5445374327765214,0
0.5612244897959183,0.265625,0.692307692307692,0.8539603960396039,0.6989079563182528,0.6629213483146067,0.5449101796407185,0.7060041407867494,0.7748344370860927,Kristen,F,Smith,1407.0,98,North Central,19487,/athletes/kristen-smith,57,F0,57,346.0,449.0,60.0,92.0,342.0,118.0,59.0,31.0,167.64,19487,/athletes/kristen-smith,Kristen,Smith,North Central,F0,F,1407.0,98,-0.253689086223971,-0.6491184672425514,0,221.22666175515135,33.65159298931815,1,0.5006935824253637,0.4978155002120056,3,0.49751022820391094,0.5484835543648989,0
0.5408163265306123,0.203125,0.692307692307692,0.801980198019802,0.7238689547581904,0.6966292134831461,0.5808383233532934,0.6583850931677019,0.7086092715231788,Christina,F,Merlo,1378.0,97,North Central,72329,/athletes/christina-merlo,58,F0,58,325.0,465.0,63.0,98.0,319.0,108.0,57.0,27.0,167.64,72329,/athletes/christina-merlo,Christina,Merlo,North Central,F0,F,1378.0,97,-4.711705238131433,-2.9177046685146886,0,210.41753506798588,10.931181852377925,3,0.5023914875888972,0.49442789579956176,3,0.4978007701248151,0.5473266424365452,0
0.6530612244897959,0.078125,0.8076923076923075,0.8762376237623762,0.6661466458658346,0.6629213483146067,0.5688622754491018,0.722567287784679,0.7086092715231788,Rory,F,Zambard,1397.0,97,Northwest,57014,/athletes/rory-zambard,59,F0,59,355.0,428.0,60.0,96.0,350.0,108.0,68.0,19.0,175.26,57014,/athletes/rory-zambard,Rory,Zambard,Northwest,F0,F,1397.0,97,-14.523370160979535,9.210294166977752,1,217.22375644396928,39.05740356547653,1,0.5033020521100615,0.48639718076259314,2,0.49807839909777746,0.5490417541971061,0
0.4897959183673469,0.140625,0.46153846153846156,0.8886138613861386,0.8112324492979719,0.5730337078651685,0.6047904191616766,0.6935817805383023,0.6887417218543046,Jessica,F,Nathe,1476.0,99,Southwest,47550,/athletes/jessica-nathe,60,F0,60,360.0,521.0,52.0,102.0,336.0,105.0,52.0,23.0,152.4,47550,/athletes/jessica-nathe,Jessica,Nathe,Southwest,F0,F,1476.0,99,-5.777948521528416,-17.907599227363974,0,274.0112744727245,16.327477798076032,3,0.4948951862045408,0.4991632790121534,3,0.49337004342858903,0.5542590276818163,0
0.5816326530612245,0.1875,0.576923076923077,0.7797029702970297,0.6349453978159126,0.6404494382022472,0.6946107784431138,0.6894409937888198,0.9006622516556292,Mel,F,Ockerby,1370.0,97,Northeast,17449,/athletes/mel-ockerby,63,F0,63,316.0,408.0,58.0,117.0,334.0,137.0,61.0,26.0,160.02,17449,/athletes/mel-ockerby,Mel,Ockerby,Northeast,F0,F,1370.0,97,-4.911074075606946,-5.903883919709745,0,186.68082255995026,37.33375205630761,1,0.49507117553490204,0.49888843667004157,3,0.49431514151699085,0.5498765749348776,0
0.5612244897959183,0.359375,0.5384615384615382,0.7821782178217822,0.7441497659906396,0.6179775280898876,0.5508982035928144,0.7412008281573499,0.7350993377483444,Christine,F,Watts,1415.0,98,Central East,41400,/athletes/christine-watts,64,F0,64,317.0,478.0,56.0,93.0,359.0,112.0,59.0,37.0,157.48,41400,/athletes/christine-watts,Christine,Watts,Central East,F0,F,1415.0,98,6.9996361969864695,-7.225982244220717,0,235.31699459795254,15.87901623169134,3,0.4925422650350691,0.5081044631500617,3,0.4997751250346208,0.550906469579144,0
