Autoencoder_1,Autoencoder_2,overall-rank, score1, score2, score3, score4, score5, score6,Weight_kg,age,Height_cm,athlete_ID,nameURL,First_Name,Last_Name,Region,sex&division,Gender
1,1,70,353,471,65,132,380,137,84,27,175.26,5668,/athletes/adam-neiffer,Adam,Neiffer,Northwest,M0,M
1,1,71,356,458,69,137,353,133,77,23,172.72,58309,/athletes/kenneth-leverich,Kenneth,Leverich,Southern California,M0,M
1,1,73,395,475,66,137,335,133,85,29,177.8,34429,/athletes/armand-mccormick,Armand,Mccormick,North Central,M0,M
1,1,74,363,474,78,117,419,138,109,33,180.34,57667,/athletes/scott-paltos,Scott,Paltos,Northeast,M0,M
1,1,75,328,492,75,133,396,159,93,23,167.64,87354,/athletes/kevin-simons,Kevin,Simons,Northwest,M0,M
1,1,76,399,553,62,143,335,126,84,28,172.72,11792,/athletes/sinan-gocmen,Sinan,Gocmen,North Central,M0,M
1,1,77,361,494,66,136,345,124,84,29,177.8,13925,/athletes/josh-wagner,Josh,Wagner,Mid Atlantic,M0,M
1,1,79,360,432,81,141,346,148,88,26,180.34,7574,/athletes/brandon-pastorek,Brandon,Pastorek,North Central,M0,M
1,1,80,369,504,60,142,338,139,86,25,180.34,83253,/athletes/peter-damore,Peter,Damore,Canada East,M0,M
1,1,81,345,531,60,146,383,143,70,29,167.64,4897,/athletes/dan-staton,Dan,Staton,Northwest,M0,M
1,1,83,349,505,61,136,376,132,78,27,177.8,25254,/athletes/ryan-swobody,Ryan,Swobody,Northwest,M0,M
1,1,84,382,436,72,129,365,137,95,33,177.8,4042,/athletes/matt-chan,Matt,Chan,Southwest,M0,M
1,1,85,349,460,69,125,396,145,88,22,180.34,12854,/athletes/zach-miller,Zach,Miller,Mid Atlantic,M0,M
1,1,86,405,516,56,137,379,127,84,21,182.88,4245,/athletes/bobby-noyce,Bobby,Noyce,North Central,M0,M
1,1,87,353,527,64,133,344,128,91,30,180,106099,/athletes/matthew-lefave,Matthew,Lefave,Canada East,M0,M
1,1,89,353,470,72,133,346,126,86,25,177.8,15372,/athletes/david-charbonneau,David,Charbonneau,Northeast,M0,M
1,1,90,384,436,70,137,404,124,86,41,185.42,38016,/athletes/jason-bird,Jason,Bird,Canada East,M0,M
1,1,91,345,492,63,153,347,140,76,25,175.26,27593,/athletes/kameron-rosenau,Kameron,Rosenau,North Central,M0,M
1,1,92,378,467,62,126,375,131,84,26,185.42,121751,/athletes/john-dahlinger,John,Dahlinger,Mid Atlantic,M0,M
1,1,93,360,429,74,138,345,145,95,23,182.88,3984,/athletes/jeremy-meredith,Jeremy,Meredith,Canada West,M0,M
1,1,95,366,455,68,151,332,130,84,29,172.72,36304,/athletes/steve-walters,Steve,Walters,Southeast,M0,M
1,1,96,347,477,62,145,357,136,84,25,175.26,5470,/athletes/matthew-baird,Matthew,Baird,Southeast,M0,M
1,1,97,355,474,67,146,335,127,75,27,167.64,22348,/athletes/gary-baron,Gary,Baron,Northern California,M0,M
1,1,98,390,472,68,119,370,128,103,30,195.58,19394,/athletes/steve-pinkerton,Steve,Pinkerton,Mid Atlantic,M0,M
1,1,99,358,449,66,130,345,136,88,31,177.8,10089,/athletes/jeremy-kinnick,Jeremy,Kinnick,Southern California,M0,M
1,1,100,390,453,66,141,339,124,86,29,180.34,14312,/athletes/andrew-koch,Andrew,Koch,North Central,M0,M
1,1,101,368,504,68,121,343,126,90,24,185.42,18620,/athletes/justin-allen,Justin,Allen,North Central,M0,M
1,1,102,361,442,70,133,363,125,95,28,180.34,2508,/athletes/brandon-phillips,Brandon,Phillips,Southeast,M0,M
1,1,103,358,492,63,120,394,129,80,27,173,6544,/athletes/andy-edwards,Andy,Edwards,Europe,M0,M
1,1,104,389,435,61,141,367,135,75,26,170.18,5262,/athletes/zach-forrest,Zach,Forrest,Southwest,M0,M
1,1,105,355,509,66,131,372,117,84,33,175.26,5416,/athletes/brian-kost,Brian,Kost,Southeast,M0,M
1,1,106,360,437,69,133,372,125,80,24,176,12011,/athletes/rob-forte,Rob,Forte,Australia,M0,M
1,1,107,375,442,65,127,360,131,83,33,172.72,26173,/athletes/ray-traitz,Ray,Traitz,Northeast,M0,M
1,1,108,354,484,60,134,344,131,77,24,175.26,7389,/athletes/joseph-piligian,Joseph,Piligian,Central East,M0,M
1,1,109,331,502,63,130,395,136,80,24,172.72,23449,/athletes/dave-rabbett,Dave,Rabbett,Central East,M0,M
1,1,109,351,452,65,135,344,132,83,21,170.18,53123,/athletes/lucas-parker,Lucas,Parker,Canada West,M0,M
1,1,111,346,506,57,147,364,143,65,27,165.1,26666,/athletes/michael-abgarian,Michael,Abgarian,Mid Atlantic,M0,M
1,1,112,346,498,66,138,354,122,77,26,177.8,5660,/athletes/jay-rhodes,Jay,Rhodes,Canada East,M0,M
0.9999999999,1,113,399,441,58,132,426,134,83,29,177.8,14958,/athletes/patrick-burke,Patrick,Burke,Southwest,M0,M
0.9999999995,1,114,402,438,82,120,370,126,103,27,185.42,51989,/athletes/mike-wild,Mike,Wild,Northwest,M0,M
1,1,117,345,484,61,151,347,130,75,26,175.26,9704,/athletes/zack-height,Zack,Height,Northern California,M0,M
1,1,118,380,459,60,130,344,129,75,26,170,15656,/athletes/luis-hernandez,Luis,Hernandez,Southern California,M0,M
1,1,119,368,442,68,124,342,133,84,27,177.8,9505,/athletes/chris-eagen,Chris,Eagen,Northern California,M0,M
1,1,120,355,483,60,127,353,127,77,35,175.26,22435,/athletes/jeff-vale,Jeff,Vale,Northwest,M0,M
1,1,121,347,480,62,137,377,121,82,18,180.34,53215,/athletes/pascal-baillargeon,Pascal,Baillargeon,Canada East,M0,M
0.9999999996,1,122,393,432,61,125,410,134,91,31,185.42,6043,/athletes/jason-leydon-1,Jason,Leydon,Northeast,M0,M
0.9999999995,1,123,401,417,78,123,345,139,90,24,180.34,50825,/athletes/peter-egyed,Peter,Egyed,Southwest,M0,M
1,1,124,346,502,66,133,325,136,77,27,170.18,15121,/athletes/brandon-mericle,Brandon,Mericle,Southwest,M0,M
1,1,125,360,455,54,149,361,140,82,31,182,42089,/athletes/nC3BAmi-snC3A6r-katrC3ADnarson,NC3Bami,SnC3A6R,Europe,M0,M
1,1,126,339,481,65,126,375,128,76,26,170.18,17464,/athletes/brendan-marolda,Brendan,Marolda,Northeast,M0,M
1,1,127,375,512,57,125,336,140,76,28,177.8,15764,/athletes/jesse-bazarnick,Jesse,Bazarnick,Northern California,M0,M
1,1,128,357,461,69,121,337,130,79,39,172.72,11786,/athletes/joe-gonzales,Joe,Gonzales,Northwest,M0,M
0.9999999999,1,129,385,442,56,136,401,130,75,27,175.26,11431,/athletes/adam-blaney,Adam,Blaney,Mid Atlantic,M0,M
1,1,130,368,464,70,128,313,136,83,37,172.72,32099,/athletes/michael-moseley,Michael,Moseley,Southwest,M0,M
1,1,131,339,462,70,124,349,139,102,34,182.88,15603,/athletes/brian-quinlan,Brian,Quinlan,Mid Atlantic,M0,M
0.9999999999,1,132,349,438,70,133,368,124,86,27,177.8,11117,/athletes/jonathan-pera,Jonathan,Pera,Southern California,M0,M
1,1,133,390,543,63,112,394,123,75,21,170.18,32732,/athletes/dominick-maurici,Dominick,Maurici,Southeast,M0,M
0.9999999999,1,134,354,435,69,128,338,136,88,24,180.34,21376,/athletes/mike-mcgoldrick,Mike,Mcgoldrick,Central East,M0,M
1,1,135,315,483,63,137,371,135,84,22,180.34,3119,/athletes/caleb-martin,Caleb,Martin,Mid Atlantic,M0,M
1,1,136,352,482,56,149,338,135,70,24,165.1,9762,/athletes/kevin-bowles,Kevin,Bowles,Canada East,M0,M
1,1,137,376,479,56,122,370,133,84,30,182.88,49133,/athletes/garry-martin,Garry,Martin,North Central,M0,M
1,1,138,360,486,58,127,383,119,93,30,185.42,28096,/athletes/darren-rosten,Darren,Rosten,Northern California,M0,M
1,1,140,322,559,60,141,343,137,83,24,174,19194,/athletes/lacee-kovC3A1cs,Lacee,KovC3A1Cs,Europe,M0,M
1,1,141,351,487,65,134,320,126,70,33,165.1,5295,/athletes/ricky-frausto,Ricky,Frausto,North Central,M0,M
0.9999999999,1,142,356,456,64,124,337,128,91,28,182.88,57465,/athletes/garrett-wales,Garrett,Wales,Northwest,M0,M
1,1,143,400,453,54,136,347,132,73,32,175.26,34893,/athletes/nuno-costa,Nuno,Costa,Southern California,M0,M
1,1,144,350,498,53,138,383,134,69,24,170.18,46541,/athletes/sean-thomson,Sean,Thomson,Northeast,M0,M
0.9999999999,1,145,354,470,64,115,371,128,88,27,185.42,20316,/athletes/alex-nettey-jr,Alex,Nettey,North Central,M0,M
1,1,146,391,474,65,138,317,119,91,30,182.88,14400,/athletes/shawn-butler,Shawn,Butler,Mid Atlantic,M0,M
0.9999999999,1,147,351,448,64,128,334,133,88,27,180.34,19020,/athletes/daniel-goldberg,Daniel,Goldberg,Northeast,M0,M
0.9999999999,1,148,355,483,70,127,351,113,78,27,172.72,14163,/athletes/ben-hopkins,Ben,Hopkins,Southern California,M0,M
1,1,149,372,446,60,145,324,130,75,25,170.18,19277,/athletes/josh-nimmo,Josh,Nimmo,North Central,M0,M
0.9999999995,1,150,360,423,59,129,372,139,79,30,177.8,13747,/athletes/lee-lyles,Lee,Lyles,Southwest,M0,M
1,1,153,316,481,60,133,371,137,78,27,180.34,22017,/athletes/clint-russell,Clint,Russell,Southern California,M0,M
1,1,154,378,474,56,127,341,126,76,27,175.26,4279,/athletes/jake-howard,Jake,Howard,North Central,M0,M
0.9999999999,1,155,319,473,61,136,394,126,82,30,177.8,14568,/athletes/jake-neubauer,Jake,Neubauer,Northern California,M0,M
0.9999999991,1,158,355,438,71,128,360,117,93,22,187.96,41254,/athletes/spencer-hendel,Spencer,Hendel,Mid Atlantic,M0,M
1,1,159,360,488,56,135,378,115,79,23,181,48705,/athletes/philip-bengtsson,Philip,Bengtsson,Europe,M0,M
0.9999999997,1,160,315,453,68,124,375,136,79,31,180.34,71505,/athletes/eric-botsford,Eric,Botsford,Northern California,M0,M
1,1,161,347,484,57,125,341,159,84,27,180.34,69834,/athletes/jared-davis,Jared,Davis,Southeast,M0,M
0.9999999999,1,162,355,504,65,115,365,118,80,30,177.8,3696,/athletes/joe-trinosky,Joe,Trinosky,Central East,M0,M
1,1,164,350,472,55,135,338,139,86,32,175.26,65663,/athletes/scott-canino,Scott,Canino,Mid Atlantic,M0,M
0.9999999987,1,165,394,467,62,114,361,122,84,28,177.8,196697,/athletes/ronnie-teasdale-0,Ronnie,Teasdale,Southern California,M0,M
0.9999999999,1,166,350,472,56,132,364,124,88,25,182.88,3995,/athletes/rob-miller,Rob,Miller,Southeast,M0,M
0.9999999994,1,167,353,447,59,126,360,126,86,38,180.34,8350,/athletes/nathan-loren,Nathan,Loren,Northwest,M0,M
0.9999999987,1,168,387,450,59,125,366,119,84,29,180.34,23725,/athletes/tim-johnston,Tim,Johnston,Northern California,M0,M
0.9999999996,1,169,380,469,59,125,362,117,84,31,180.34,37028,/athletes/ryan-hewitt,Ryan,Hewitt,Northeast,M0,M
0.9999999998,1,171,347,481,54,131,388,126,93,29,177.8,77913,/athletes/paul-castaneda,Paul,Castaneda,Southern California,M0,M
0.9999999996,1,172,349,416,62,145,339,144,75,33,165.1,6085,/athletes/omar-torres,Omar,Torres,Southeast,M0,M
0.9999999992,1,173,346,442,65,131,356,121,86,23,182.88,22806,/athletes/ben-wise,Ben,Wise,Northern California,M0,M
0.9999999999,1,174,353,448,58,142,331,128,87,30,180.34,2836,/athletes/jason-fernandez,Jason,Fernandez,Mid Atlantic,M0,M
1,1,175,360,439,58,160,317,144,70,29,160.02,13958,/athletes/deric-maruquin,Deric,Maruquin,Mid Atlantic,M0,M
0.9999999998,1,175,358,480,56,132,382,115,78,27,177.8,99092,/athletes/brian-del-greco,Brian,Del,Southeast,M0,M
1,1,178,323,545,65,120,366,123,86,24,185.42,65407,/athletes/josh-ingham,Josh,Ingham,Southeast,M0,M
0.9999999961,1,179,367,424,59,128,345,131,78,28,167.64,9291,/athletes/mark-cassibo,Mark,Cassibo,Canada West,M0,M
0.9999999969,1,180,385,490,61,107,393,125,88,29,180.34,44270,/athletes/seth-pelletier,Seth,Pelletier,Northern California,M0,M
0.9999999247,1,181,392,430,72,111,383,125,93,36,185.42,1740,/athletes/derek-mohamed,Derek,Mohamed,Northeast,M0,M
0.9999999712,1,182,394,409,68,128,352,123,84,34,175.26,104450,/athletes/matt-simonton,Matt,Simonton,Northeast,M0,M
0.9999999999,1,183,330,545,68,117,400,118,88,20,175.26,135053,/athletes/chase-prime,Chase,Prime,Southeast,M0,M
1,1,184,335,499,57,136,332,137,73,32,170.18,93128,/athletes/thomas-pease,Thomas,Pease,Southern California,M0,M
0.9999999928,1,185,351,420,74,130,335,125,102,33,182.88,32986,/athletes/david-callahan,David,Callahan,Northeast,M0,M
0.9999999952,1,186,354,403,62,139,365,143,91,32,182.88,103338,/athletes/greg-amundson,Greg,Amundson,Southern California,M0,M
0.9999999998,1,187,352,491,56,118,351,132,81,31,181,9538,/athletes/bjorn-albrecht-walker,Bjorn,Albrecht,Australia,M0,M
0.9999999612,1,188,360,445,72,110,389,121,104,31,195.58,30402,/athletes/jason-schroeder,Jason,Schroeder,Northeast,M0,M
0.9999999969,1,190,347,444,66,127,339,122,84,24,172.72,60769,/athletes/cody-richardson,Cody,Richardson,Central East,M0,M
0.9999999979,1,191,356,438,62,124,333,130,85,28,182.88,51202,/athletes/justin-vanbeek,Justin,Vanbeek,North Central,M0,M
0.9999999994,1,192,333,437,62,145,345,126,67,25,167.64,15468,/athletes/marc-kaiser,Marc,Kaiser,Northern California,M0,M
0.9999999918,1,193,344,446,74,121,343,124,84,28,172.72,93241,/athletes/kyle-kasperbauer,Kyle,Kasperbauer,North Central,M0,M
0.9999999978,1,194,390,477,60,126,373,110,91,25,185.42,3646,/athletes/dan-rogers,Dan,Rogers,Canada West,M0,M
0.99999999,1,196,386,452,59,119,375,119,86,30,187.96,15760,/athletes/nate-beveridge,Nate,Beveridge,Canada West,M0,M
0.9999999993,1,197,365,446,57,133,327,131,82,28,180.34,31200,/athletes/lance-cantu,Lance,Cantu,South Central,M0,M
0.9999999962,1,198,358,442,65,130,345,114,79,26,182.88,60613,/athletes/kevin-omalley,Kevin,Omalley,Northeast,M0,M
0.9999999903,1,199,358,414,66,135,332,126,84,30,175.26,205627,/athletes/justin-riley,Justin,Riley,Northern California,M0,M
0.9999999091,1,200,351,424,70,116,364,129,88,34,175.26,127563,/athletes/daniel-sullivan,Daniel,Sullivan,North Central,M0,M
0.9999999904,1,201,396,445,65,119,332,122,83,23,182.88,9499,/athletes/zechariah-townsend,Zechariah,Townsend,Southeast,M0,M
0.9999999999,1,202,347,483,61,140,315,124,80,26,165.1,5518,/athletes/ian-mchugh,Ian,Mchugh,Southern California,M0,M
0.9999999999,1,203,357,506,66,120,315,121,86,29,185.42,15225,/athletes/tommy-hackenbruck,Tommy,Hackenbruck,Southwest,M0,M
0.9999999907,1,206,391,444,54,126,368,124,93,24,190.5,5427,/athletes/mat-frankel,Mat,Frankel,Northeast,M0,M
0.9999999587,1,207,360,417,68,130,341,118,84,32,175.26,3570,/athletes/dominick-paonessa,Dominick,Paonessa,Southeast,M0,M
0.9999999999,1,208,304,491,62,147,412,153,77,38,170.18,22069,/athletes/miguel-toledano,Miguel,Toledano,Southern California,M0,M
0.9999999795,1,210,349,451,60,115,371,130,95,41,185.42,4061,/athletes/chris-dunkin,Chris,Dunkin,Northwest,M0,M
0.9999999997,1,211,355,477,55,135,333,123,77,26,177.8,10548,/athletes/jon-lipp,Jon,Lipp,Southwest,M0,M
0.9999999984,1,212,313,449,64,139,351,130,82,22,175.26,24787,/athletes/mark-mcsharry,Mark,Mcsharry,Southern California,M0,M
0.9999999946,1,213,347,451,59,127,356,122,86,23,185.42,15334,/athletes/nick-becerra,Nick,Becerra,Northern California,M0,M
0.9999999989,1,214,405,500,50,128,375,122,82,23,177.8,39684,/athletes/jason-dupere,Jason,Dupere,Southern California,M0,M
0.9999999947,1,215,375,463,70,125,326,113,93,25,187.96,101121,/athletes/alex-rollin,Alex,Rollin,Northern California,M0,M
0.9999999992,1,216,374,482,50,134,362,125,75,28,175,12724,/athletes/matthieu-dubreucq,Matthieu,Dubreucq,Canada East,M0,M
0.9999998102,1,218,327,406,73,134,391,134,82,29,175.26,13174,/athletes/matthew-temesy,Matthew,Temesy,Mid Atlantic,M0,M
0.9999999996,1,219,325,487,62,134,338,119,78,27,178,26592,/athletes/brendan-southwick,Brendan,Southwick,Australia,M0,M
0.9999999994,1,220,321,515,56,131,400,122,84,23,175.26,17230,/athletes/adam-shackell,Adam,Shackell,Europe,M0,M
0.9999999866,1,220,351,472,60,116,374,119,85,34,186,58612,/athletes/rombolotti-davide,Rombolotti,Davide,Europe,M0,M
0.9999999991,1,222,360,497,62,117,320,121,86,30,185.42,50176,/athletes/chad-wittman,Chad,Wittman,Northeast,M0,M
0.9999999999,1,223,356,534,58,125,330,117,80,25,180,9177,/athletes/stefan-gehrig,Stefan,Gehrig,Australia,M0,M
0.9999999522,1,224,350,443,71,121,343,116,100,24,190.5,4768,/athletes/shaun-eagen,Shaun,Eagen,Northern California,M0,M
0.999999999,1,226,314,456,70,140,317,136,81,28,172.72,3103,/athletes/vic-zachary,Vic,Zachary,South Central,M0,M
0.9999999914,1,233,319,469,65,127,349,117,83,24,177.8,36630,/athletes/aaron-hoke,Aaron,Hoke,Central East,M0,M
0.9999991115,1,234,353,387,70,131,370,132,86,25,185.42,18865,/athletes/shaun-hazelton,Shaun,Hazelton,Southwest,M0,M
0.999999862,1,236,375,421,66,124,313,126,82,36,172.72,7262,/athletes/noel-famy,Noel,Famy,Northern California,M0,M
0.9999999325,1,237,345,416,62,127,332,141,84,26,177.8,6067,/athletes/marcus-filly,Marcus,Filly,Northern California,M0,M
0.9999999955,1,238,315,452,62,131,319,139,68,21,165.1,73493,/athletes/matthew-brisebois,Matthew,Brisebois,South Central,M0,M
0.9999999247,1,240,341,450,62,119,351,120,83,29,180.34,58424,/athletes/jared-huyett,Jared,Huyett,Northwest,M0,M
0.999999983,1,241,351,444,68,129,303,131,88,28,175.26,20516,/athletes/bryan-diaz,Bryan,Diaz,South Central,M0,M
0.9999999997,1,242,360,519,51,122,334,127,89,23,191,6738,/athletes/anders-galaly,Anders,Galaly,Europe,M0,M
0.9999998691,1,243,348,419,70,132,315,124,88,24,172.72,58597,/athletes/drew-canavero,Drew,Canavero,Southwest,M0,M
0.9999999954,1,244,370,478,51,131,341,119,78,24,177.8,8428,/athletes/samuel-mendes,Samuel,Mendes,Northern California,M0,M
0.9999995486,1,245,358,414,66,126,327,122,80,34,170.18,6237,/athletes/brian-huberty,Brian,Huberty,Northern California,M0,M
0.9999999695,1,247,356,448,51,136,363,120,86,35,180.34,52457,/athletes/stephen-mcdonald,Stephen,Mcdonald,Canada East,M0,M
0.999999939,1,248,315,449,62,125,355,121,79,27,177.8,16454,/athletes/jonathan-jorgensen,Jonathan,Jorgensen,Northern California,M0,M
0.9999999766,1,249,365,472,53,123,345,117,79,25,177.8,131361,/athletes/tim-hahn,Tim,Hahn,North Central,M0,M
0.9999999915,1,250,330,469,53,135,363,122,83,21,180.34,3926,/athletes/connor-nelson,Connor,Nelson,Northwest,M0,M
0.9999999935,1,251,354,482,53,124,331,124,70,23,172.72,9322,/athletes/matt-banwart,Matt,Banwart,Southern California,M0,M
0.9999997923,1,252,345,418,67,130,323,124,84,36,177.8,5534,/athletes/kenton-clairmont,Kenton,Clairmont,Northwest,M0,M
0.9999997271,1,254,358,447,57,125,368,111,78,37,177.8,19803,/athletes/dominic-adam,Dominic,Adam,Canada East,M0,M
0.9999999643,1,255,359,481,62,121,321,112,84,26,170.18,72121,/athletes/alvaro-bustillos,Alvaro,Bustillos,Mid Atlantic,M0,M
0.9999999156,1,256,347,431,61,131,312,133,84,30,167.64,21571,/athletes/andy-rosenbaum,Andy,Rosenbaum,Northwest,M0,M
0.9999988626,1,258,354,400,68,128,328,131,77,34,172.72,22700,/athletes/brian-prochaska,Brian,Prochaska,Southeast,M0,M
0.9999998524,1,259,367,437,57,126,331,119,93,25,187.96,14801,/athletes/kevin-ogar,Kevin,Ogar,Southwest,M0,M
0.9999997452,1,260,339,433,57,126,345,126,79,26,172.72,39316,/athletes/aaron-wolf,Aaron,Wolf,Southern California,M0,M
0.9999965097,1,260,353,427,78,122,360,108,100,24,187.96,73550,/athletes/josh-hilton,Josh,Hilton,Northern California,M0,M
0.9999998126,1,262,347,420,58,133,329,129,70,28,170.18,29865,/athletes/travis-cassidy,Travis,Cassidy,Northern California,M0,M
