Autoencoder_1,Autoencoder_2,overall-rank, score1, score2, score3, score4, score5, score6,Weight_kg,age,Height_cm,athlete_ID,nameURL,First_Name,Last_Name,Region,sex&division,Gender
0.9999999356,1,143,299,393,58,93,362,120,60,40,157.48,14103,/athletes/kimberly-malz,Kimberly,Malz,Northeast,F0,F
0.9999999873,1,147,310,379,56,101,305,123,61,24,162.56,5283,/athletes/emmalee-moore,Emmalee,Moore,Southwest,F0,F
0.9999999961,1,148,330,420,63,94,276,108,66,22,162.56,7381,/athletes/jaelyn-wolf,Jaelyn,Wolf,Southwest,F0,F
0.9999996762,1,149,349,377,61,90,335,112,73,27,167.64,124212,/athletes/teshina-deboer,Teshina,Deboer,Southern California,F0,F
0.9999999805,1,150,314,379,52,99,311,117,59,33,165.1,4143,/athletes/katie-heinrich,Katie,Heinrich,North Central,F0,F
0.9999999998,1,150,324,476,46,90,311,114,61,27,165.1,7102,/athletes/melissa-einbinder,Melissa,Einbinder,Southwest,F0,F
0.9999999987,0.9999999999,152,269,462,59,90,347,119,59,32,160.02,39309,/athletes/jennie-mckernan,Jennie,Mckernan,Northern California,F0,F
0.9999999865,1,156,306,411,59,94,309,102,60,31,167.64,27566,/athletes/rebecca-wattier,Rebecca,Wattier,North Central,F0,F
0.999999994,1,157,270,417,54,96,331,112,62,26,167.64,35275,/athletes/samantha-snyder,Samantha,Snyder,Northwest,F0,F
0.999999998,1,160,308,450,50,91,313,105,59,22,165.1,9233,/athletes/juli-bauer,Juli,Bauer,Southwest,F0,F
0.9999997479,1,162,272,376,78,100,335,117,59,28,157.48,18519,/athletes/debbie-blanco,Debbie,Blanco,Northeast,F0,F
0.9999999791,1,163,310,413,49,92,313,113,57,28,154.94,22180,/athletes/shannon-murphy,Shannon,Murphy,Northern California,F0,F
0.9999999405,1,165,335,377,48,104,317,117,55,37,158,5756,/athletes/nadine-burns,Nadine,Burns,Australia,F0,F
0.9999999919,1,167,308,391,55,111,301,109,66,24,172.72,64553,/athletes/chyna-cho,Chyna,Cho,Northern California,F0,F
0.9999999916,1,170,270,418,56,99,314,106,64,33,167.64,40982,/athletes/tara-sasse,Tara,Sasse,Central East,F0,F
0.9999999199,1,172,333,399,42,95,344,121,57,33,160.02,20369,/athletes/eleni-frediani,Eleni,Frediani,Northern California,F0,F
0.9999999947,1,173,310,434,50,94,305,102,67,39,175.26,45678,/athletes/nancy-mckeage,Nancy,Mckeage,Canada West,F0,F
0.9999999999,0.9999999999,174,331,515,43,95,315,100,54,35,165.1,2366,/athletes/amy-quimby,Amy,Quimby,North Central,F0,F
0.9999994408,1,175,314,380,55,93,332,106,66,31,165.1,43353,/athletes/allison-king,Allison,King,Northwest,F0,F
0.9999998366,1,176,309,376,53,104,325,108,52,27,160.02,44970,/athletes/hillari-eaton,Hillari,Eaton,Southwest,F0,F
0.9999999115,1,178,313,410,49,90,333,111,64,26,167.64,5050,/athletes/kelsey-rasmussen,Kelsey,Rasmussen,Northwest,F0,F
0.9999998613,1,179,310,396,49,97,330,105,59,27,162.56,39477,/athletes/jackie-perez,Jackie,Perez,Northern California,F0,F
0.9999999962,1,181,287,464,53,90,318,108,65,40,165.1,8485,/athletes/julie-sneed,Julie,Sneed,Southwest,F0,F
0.9999999939,1,182,310,448,45,90,312,119,60,35,160.02,7258,/athletes/julianne-smolen,Julianne,Smolen,Southwest,F0,F
0.9999999998,0.9999999999,183,301,513,42,94,331,110,57,30,162.56,176323,/athletes/sarah-dunsmore,Sarah,Dunsmore,Mid Atlantic,F0,F
0.9999995404,1,184,345,378,57,97,292,108,59,24,157.48,9277,/athletes/becca-rother,Becca,Rother,South Central,F0,F
0.9999995686,1,186,335,377,55,96,303,108,64,38,167.64,18976,/athletes/martha-raines,Martha,Raines,Southeast,F0,F
0.9999995075,1,187,310,374,58,99,314,104,65,25,170.18,8411,/athletes/ingrid-kantola,Ingrid,Kantola,South Central,F0,F
0.9999997695,1,188,332,384,57,102,281,108,56,34,149.86,38310,/athletes/rachel-batista,Rachel,Batista,Southeast,F0,F
0.9999970662,1,190,314,391,68,95,333,90,68,22,160.02,27443,/athletes/emily-pale,Emily,Pale,Mid Atlantic,F0,F
0.9999999976,1,191,310,477,51,90,301,104,61,20,167.64,27967,/athletes/chely-galvan,Chely,Galvan,South Central,F0,F
0.9999996724,1,192,301,401,59,90,310,113,73,29,165.1,29381,/athletes/erin-taylor,Erin,Taylor,Northwest,F0,F
0.9999963065,1,193,347,374,52,90,355,112,61,29,172.72,23689,/athletes/sarah-scholl,Sarah,Scholl,Northeast,F0,F
0.9999974501,1,195,355,373,60,91,305,110,67,29,167.64,30559,/athletes/melissa-hurley,Melissa,Hurley,North Central,F0,F
0.9999992638,1,196,305,386,48,97,336,108,58,36,160.02,25353,/athletes/paula-wedgbury,Paula,Wedgbury,North Central,F0,F
0.9999998842,1,196,324,440,49,93,350,90,64,28,172.72,36257,/athletes/paige-nutt,Paige,Nutt,Northern California,F0,F
0.9999995414,1,198,321,381,67,90,282,128,68,40,170.18,78182,/athletes/angie-gauthier,Angie,Gauthier,Canada East,F0,F
0.9999992637,1,200,300,379,52,97,310,117,54,32,152.4,4710,/athletes/melissa-wistrom,Melissa,Wistrom,North Central,F0,F
0.9999965755,1,201,349,374,64,94,310,98,77,25,180.34,27291,/athletes/kelsey-nagel,Kelsey,Nagel,Northwest,F0,F
0.9999993168,1,202,351,400,46,92,318,105,66,24,167.64,14912,/athletes/joellyn-mcatee,Joellyn,Mcatee,Central East,F0,F
0.9999999958,1,203,302,477,56,91,287,102,61,24,165.1,159424,/athletes/jennifer-smith-0,Jennifer,Smith,Central East,F0,F
0.999999957,1,205,313,446,50,90,307,100,61,32,167.64,40809,/athletes/katie-wasalaski,Katie,Wasalaski,Mid Atlantic,F0,F
0.9999999923,0.9999999999,206,273,469,52,91,301,115,57,30,152.4,67123,/athletes/christy-nielsen,Christy,Nielsen,South Central,F0,F
0.9999993017,1,207,308,383,54,96,299,108,59,25,165.1,32873,/athletes/kylee-claxton,Kylee,Claxton,Northeast,F0,F
0.999999928,1,208,272,443,52,93,332,101,52,29,160.02,49978,/athletes/shanna-duvall,Shanna,Duvall,Mid Atlantic,F0,F
0.9999991686,1,211,296,398,51,95,327,105,61,23,165.1,64323,/athletes/becky-clark-0,Becky,Clark,Northwest,F0,F
0.9999997688,1,212,300,403,50,95,302,113,64,25,167.64,5407,/athletes/cara-hipskind,Cara,Hipskind,Northern California,F0,F
0.9999842607,1,214,306,360,59,93,337,116,59,31,162.56,11843,/athletes/tosha-jeffries,Tosha,Jeffries,North Central,F0,F
0.9999999141,1,215,305,435,46,93,313,102,63,28,170.18,4239,/athletes/melody-miser,Melody,Miser,Northern California,F0,F
0.9999995143,1,216,310,394,46,96,304,115,54,29,160.02,86058,/athletes/melissa-popovich,Melissa,Popovich,Southern California,F0,F
0.9999987926,1,217,311,387,60,93,286,105,58,28,167.64,31814,/athletes/crystal-nelson,Crystal,Nelson,South Central,F0,F
0.999998241,1,218,316,381,52,94,293,111,57,33,160.02,34628,/athletes/lee-knight,Lee,Knight,Northeast,F0,F
0.9999875471,1,221,302,380,61,95,345,96,77,30,177.8,3863,/athletes/addi-kahrs,Addi,Kahrs,North Central,F0,F
0.9999987083,1,222,357,414,60,90,275,102,66,24,160.02,32624,/athletes/tiffany-thibodeau,Tiffany,Thibodeau,Northeast,F0,F
0.9999996427,1,223,267,412,58,94,309,110,61,40,167.64,15323,/athletes/jenny-olson,Jenny,Olson,Northwest,F0,F
0.999999751,1,226,270,426,52,94,310,104,64,34,165.1,4882,/athletes/kelly-mcintosh,Kelly,Mcintosh,Central East,F0,F
0.9999786049,1,227,345,375,62,90,302,105,66,33,165.1,14489,/athletes/alexandra-seal,Alexandra,Seal,Northwest,F0,F
0.999999895,1,231,307,441,48,92,287,105,60,38,165.1,87684,/athletes/jennifer-dober,Jennifer,Dober,Canada West,F0,F
0.9999992246,1,235,269,414,57,94,307,104,61,35,167.64,31212,/athletes/stephanie-kennedy,Stephanie,Kennedy,Southern California,F0,F
0.9999983881,1,236,303,405,64,91,282,104,77,27,177.8,16444,/athletes/jacquie-anderson,Jacquie,Anderson,Southern California,F0,F
0.9999792291,1,237,329,369,53,97,307,102,61,34,162.56,19888,/athletes/shana-alverson,Shana,Alverson,Southeast,F0,F
0.9999999925,0.9999999999,239,264,506,43,95,356,114,52,31,163,47506,/athletes/denae-brown,Denae,Brown,Australia,F0,F
0.9999911586,1,239,308,388,66,93,282,101,69,34,165,56754,/athletes/frida-ammendrup,Frida,Ammendrup,Europe,F0,F
0.9998103132,1,241,313,349,61,93,332,109,61,26,165.1,68530,/athletes/michelle-belden,Michelle,Belden,Northwest,F0,F
0.9999958112,1,242,285,414,62,90,307,100,73,23,167.64,42731,/athletes/april-gose,April,Gose,Southwest,F0,F
0.9998798836,1,244,314,373,66,90,333,97,61,27,170.18,5588,/athletes/jaime-maro,Jaime,Maro,North Central,F0,F
0.9999821416,1,244,307,439,71,88,367,102,66,23,160.02,33163,/athletes/ashley-werner,Ashley,Werner,Canada East,F0,F
0.9998386047,1,247,347,357,62,94,305,103,75,24,170.18,36193,/athletes/emily-jackson,Emily,Jackson,Northwest,F0,F
0.9999821466,1,248,300,388,47,93,332,108,58,36,161,30060,/athletes/jenny-jacobsen,Jenny,Jacobsen,Europe,F0,F
0.9999971759,1,250,320,415,42,90,303,114,51,34,152.4,10247,/athletes/julie-weldon,Julie,Weldon,Southwest,F0,F
0.9999936993,1,251,298,401,56,94,301,100,59,34,165.1,10211,/athletes/molly-fuller,Molly,Fuller,Northern California,F0,F
0.9999253939,1,257,301,391,55,90,340,98,65,30,168,37749,/athletes/kirsten-haysom,Kirsten,Haysom,Australia,F0,F
0.999997089,1,258,301,411,62,94,278,98,66,28,175.26,13808,/athletes/heather-welsh,Heather,Welsh,Central East,F0,F
0.9999999989,0.9999999998,261,275,565,48,90,318,99,66,23,175.26,105496,/athletes/andrea-ager,Andrea,Ager,Southern California,F0,F
0.9999782212,1,262,305,385,47,93,303,111,68,30,165.1,29212,/athletes/sara-stamm-bergland,Sara,Stamm,Canada West,F0,F
0.9999989608,1,263,275,414,54,104,275,105,58,17,157.48,48128,/athletes/kallista-pappas,Kallista,Pappas,Northwest,F0,F
0.9998956688,1,264,276,368,59,94,314,111,61,31,160.02,66922,/athletes/aimee-berencsi,Aimee,Berencsi,Southwest,F0,F
0.9999999897,1,265,255,511,62,99,300,102,58,32,170,72111,/athletes/anita-torring,Anita,Torring,Europe,F0,F
0.9999779495,1,266,293,387,50,92,315,104,64,30,177.8,9049,/athletes/shara-scrabis,Shara,Scrabis,Southwest,F0,F
0.9999986775,1,267,294,408,48,98,275,117,58,23,165.1,53229,/athletes/lacey-van-der-marel,Lacey,Van,Canada East,F0,F
0.999998849,1,268,274,405,40,112,320,125,52,27,152.4,74389,/athletes/jolene-grant,Jolene,Grant,Central East,F0,F
0.9999997679,0.9999999999,269,270,488,40,90,354,114,60,35,162.56,10403,/athletes/shelby-walkinshaw,Shelby,Walkinshaw,Northwest,F0,F
0.9996316161,1,271,323,397,74,90,315,85,82,36,172.72,30977,/athletes/danielle-comolli,Danielle,Comolli,Canada East,F0,F
0.9999867157,1,272,309,415,44,93,304,99,59,27,157.48,22614,/athletes/leea-wood,Leea,Wood,Canada East,F0,F
0.9998658557,1,276,270,375,68,90,302,121,63,25,162.56,27129,/athletes/jessa-lemoine,Jessa,Lemoine,Southeast,F0,F
0.9999997659,1,279,263,463,42,96,312,121,54,23,160.02,83365,/athletes/brittany-williams,Brittany,Williams,Northern California,F0,F
0.9999776874,1,281,267,402,51,97,307,105,57,29,157.48,25631,/athletes/carrie-winecoff,Carrie,Winecoff,Northwest,F0,F
0.9999525677,1,282,308,398,57,91,291,96,66,27,175.26,36782,/athletes/melanie-wade,Melanie,Wade,Northern California,F0,F
0.9999835086,1,283,336,417,45,91,281,102,64,32,162.56,10347,/athletes/ashley-hartgrove,Ashley,Hartgrove,South Central,F0,F
0.9999999995,0.9999999971,286,240,612,74,92,305,109,59,25,162.56,24169,/athletes/angela-kamendulis,Angela,Kamendulis,Northeast,F0,F
0.999976495,1,287,287,399,44,96,306,106,61,26,167.64,105386,/athletes/jennifer-jones-0,Jennifer,Jones,Mid Atlantic,F0,F
0.9999730618,1,288,282,415,46,90,318,103,64,21,170.18,68350,/athletes/shandrica-knox,Shandrica,Knox,Northwest,F0,F
0.9999908407,1,289,303,451,43,92,325,91,54,26,160.02,20500,/athletes/lindsay-noyce,Lindsay,Noyce,North Central,F0,F
0.9999973414,1,290,267,417,49,99,279,114,56,32,165.1,23507,/athletes/paige-millspaugh,Paige,Millspaugh,North Central,F0,F
0.9995288734,1,292,268,378,60,90,335,105,68,31,177.8,62986,/athletes/amber-cortese,Amber,Cortese,South Central,F0,F
0.9999996459,1,293,313,521,62,90,284,83,70,31,165.1,3333,/athletes/meg-norsen,Meg,Norsen,Northeast,F0,F
0.9999510174,1,294,303,405,44,93,302,102,61,38,165.1,48976,/athletes/amy-kelly,Amy,Kelly,North Central,F0,F
0.9999866293,1,298,303,418,46,96,286,94,64,28,175.26,9871,/athletes/mary-woodruff,Mary,Woodruff,South Central,F0,F
0.9998694008,1,299,306,385,50,91,281,106,64,27,170.18,1689,/athletes/emma-moburg-jones,Emma,Moburg,North Central,F0,F
0.9998373606,1,302,300,374,54,107,278,103,61,24,154.94,37218,/athletes/marie-rochat,Marie,Rochat,Northwest,F0,F
0.9998679246,1,304,348,413,45,90,300,94,64,30,172,16921,/athletes/brooke-surtees,Brooke,Surtees,Australia,F0,F
0.9994309112,1,308,299,379,57,90,300,101,73,28,182.88,20692,/athletes/catherine-gravelle,Catherine,Gravelle,Northern California,F0,F
0.9999960282,1,312,265,443,49,98,279,103,57,26,165.1,28578,/athletes/megan-luk,Megan,Luk,Northern California,F0,F
0.9998494537,1,313,337,406,42,92,282,101,65,23,165.1,35032,/athletes/briley-ochs,Briley,Ochs,Southern California,F0,F
0.9997796922,1,314,304,399,43,94,309,97,65,34,173,10537,/athletes/karise-wilson,Karise,Wilson,Australia,F0,F
0.9999984026,1,315,308,478,40,90,276,109,58,26,160.02,96025,/athletes/kara-paslay,Kara,Paslay,North Central,F0,F
0.9989875647,1,317,311,405,74,90,267,94,73,25,160.02,4663,/athletes/shanon-morris,Shanon,Morris,Northeast,F0,F
