Id,Sales
26550,9632
27406,0
28262,9
29118,7055
29974,8161
30830,8111
31686,8471
32542,6447
33398,0
34254,5525
35110,7964
35966,7305
36822,8425
37678,8576
38534,10368
39390,0
40246,5013
15,6064
871,6160
1727,6803
2583,8271
3439,0
4295,5141
5151,4340
6007,3994
6863,3967
7719,4004
8575,2627
9431,0
10287,4808
11143,4382
11999,4501
12855,6487
13711,7063
14567,8719
15423,0
16279,5216
17135,3964
17991,3792
18847,3586
19703,3951
20559,2910
21415,0
22271,5016
23127,6474
23983,6148
24839,6745
25695,7341
26551,8032
27407,0
28263,5185
29119,4266
29975,4038
30831,4019
31687,4072
32543,2829
33399,0
34255,4673
35111,6066
35967,5726
36823,6635
37679,6931
38535,7961
39391,0
40247,2759
16,5024
872,5052
1728,5356
2584,6065
3440,0
4296,3384
5152,4003
6008,3887
6864,3871
7720,3698
8576,2851
9432,0
10288,3447
11144,3334
12000,3626
12856,5543
13712,5515
14568,6286
15424,0
16280,3467
17136,4015
17992,3675
18848,3712
19704,3667
20560,2828
21416,0
22272,3390
23128,4896
23984,4295
24840,5094
25696,5066
26552,5822
27408,0
28264,5
29120,3990
29976,3857
30832,3875
31688,3742
32544,2888
33400,0
34256,3429
35112,4288
35968,3836
36824,5534
37680,5545
38536,6310
39392,0
40248,2529
17,5884
873,6050
1729,6598
2585,8333
3441,0
4297,4061
5153,4666
6009,4376
6865,4212
7721,4134
8577,4457
9433,0
10289,4038
11145,5427
12001,6142
12857,6231
13713,6578
14569,7728
15425,0
16281,4373
17137,4512
17993,4196
18849,3812
19705,3675
20561,4318
21417,0
22273,4158
23129,6093
23985,5869
24841,5867
25697,6114
26553,7238
27409,0
28265,4197
29121,4694
29977,4277
30833,4233
31689,4066
32545,3991
33401,0
34257,4272
35113,5931
35969,5714
36825,6025
37681,6419
38537,7176
39393,0
40249,2600
18,9989
874,10582
1730,11153
2586,14117
3442,0
4298,6601
5154,8203
6010,7824
6866,8058
7722,8126
8578,8292
9434,0
10290,6394
11146,8073
12002,9185
12858,11814
13714,11604
14570,16077
15426,0
16282,7564
17138,8829
17994,7943
18850,7888
19706,7609
20562,7290
21418,0
22274,6615
23130,10543
23986,10137
24842,10759
25698,11010
26554,13774
27410,0
28266,7017
29122,7682
29978,7936
30834,8022
31690,8158
32546,8018
33402,0
34258,6797
35114,9334
35970,9998
36826,10506
37682,11176
38538,12608
39394,0
40250,4476
19,11216
875,11392
1731,12123
2587,13730
3443,0
4299,8157
5155,9170
6011,8759
6867,9232
7723,9663
8579,9964
9435,0
10291,7432
11147,9786
12003,8690
12859,12546
13715,14312
14571,15536
15427,0
16283,8882
17139,10334
17995,8760
18851,8314
19707,8140
20563,9913
21419,0
22275,7613
23131,10806
23987,10715
24843,11446
25699,11841
26555,13735
27411,0
28267,8142
29123,9629
29979,8716
30835,9233
31691,9398
32547,10141
33403,0
34259,8330
35115,9951
35971,10786
36827,11484
37683,12275
38539,11490
39395,0
40251,5256
20,10645
876,11332
1732,12320
2588,13941
3444,0
4300,6928
5156,7444
6012,7329
6868,7297
7724,7326
8580,7458
9436,0
10292,6012
11148,8099
12004,8643
12860,11578
13716,12994
14572,17756
15428,0
16284,7397
17140,8262
17996,7183
18852,7346
19708,7011
20564,6541
21420,0
22276,6325
23132,10276
23988,10535
24844,11094
25700,11995
26556,13687
27412,0
28268,6979
29124,6533
29980,7215
30836,7453
31692,7855
32548,8072
33404,0
34260,6898
35116,9064
35972,10331
36828,10557
37684,12089
38540,12136
39396,0
40252,3977
21,7903
877,8574
1733,9239
2589,12075
3445,0
4301,6433
5157,6262
6013,6066
6869,6208
7725,6227
8581,6455
9437,0
10293,6285
11149,6698
12005,6852
12861,9419
13717,10153
14573,12036
15429,0
16285,6555
17141,6802
17997,6018
18853,6083
19709,5946
20565,5949
21421,0
22277,6463
23133,8083
23989,7665
24845,8483
25701,9054
26557,11884
27413,0
28269,6544
29125,6399
29981,6145
30837,6212
31693,6147
32549,6246
33405,0
34261,6455
35117,8004
35973,7675
36829,8209
37685,8686
38541,11060
39397,0
40253,4107
22,4875
878,4811
1734,5862
2590,5875
3446,0
4302,3768
5158,3426
6014,3460
6870,3766
7726,3894
8582,3877
9438,0
10294,3842
11150,3715
12006,4407
12862,5126
13718,5799
14574,6554
15430,0
16286,3755
17142,3866
17998,3717
18854,3525
19710,3627
20566,3325
21422,0
22278,3346
23134,4357
23990,4920
24846,4877
25702,5965
26558,5996
27414,0
28270,3523
29126,3302
29982,3573
30838,3585
31694,3748
32550,3482
33406,0
34262,3931
35118,4290
35974,5022
36830,5102
37686,5800
38542,6106
39398,0
40254,2275
23,6278
879,6258
1735,6447
2591,7207
3447,0
4303,4972
5159,5385
6015,4788
6871,4754
7727,4859
8583,5054
9439,0
10295,5478
11151,6214
12007,6483
12863,6515
13719,6337
14575,7637
15431,0
16287,5094
17143,5730
17999,4890
18855,4615
19711,4527
20567,5055
21423,0
22279,4995
23135,6536
23991,6291
24847,6244
25703,6451
26559,7486
27415,0
28271,4699
29127,5503
29983,4934
30839,4895
31695,4906
32551,4706
33407,0
34263,5359
35119,6294
35975,6239
36831,6292
37687,6595
38543,7205
39399,0
40255,4013
24,4667
880,5257
1736,5331
2592,5640
3448,0
4304,2281
5160,3614
6016,3287
6872,3502
7728,3836
8584,2052
9440,0
10296,2532
11152,3400
12008,3207
12864,5265
13720,5390
14576,5775
15432,0
16288,2209
17144,3752
18000,3339
18856,3668
19712,3769
20568,2499
21424,0
22280,2315
23136,4877
23992,3698
24848,4991
25704,5081
26560,5715
27416,0
28272,4
29128,3625
29984,3073
30840,3544
31696,3796
32552,2151
33408,0
34264,3
35120,4188
35976,3304
36832,5094
37688,4900
38544,5690
39400,0
40256,1714
25,8143
881,8457
1737,9295
2593,10620
3449,0
4305,6927
5161,6983
6017,6558
6873,6831
7729,7157
8585,7616
9441,0
10297,7710
11153,5522
12009,5824
12865,9592
13721,9077
14577,11429
15433,0
16289,8062
17145,7643
18001,6794
18857,6652
19713,6558
20569,5857
21425,0
22281,6963
23137,8522
23993,8443
24849,8560
25705,9316
26561,10651
27417,0
28273,7539
29129,6019
29985,6473
30841,6515
31697,6787
32553,6819
33409,0
34265,7382
35121,7660
35977,8168
36833,8500
37689,9335
38545,10192
39401,0
40257,5294
26,11327
882,12227
1738,13082
2594,15825
3450,0
4306,7794
5162,8542
6018,8222
6874,8363
7730,8623
8586,8530
9442,0
10298,7496
11154,10215
12010,10603
12866,13148
13722,13304
14578,17926
15434,0
16290,7506
17146,9382
18002,8303
18858,8187
19714,7634
20570,7894
21426,0
22282,7500
23138,11413
23994,10899
24850,11791
25706,12583
26562,15598
27418,0
28274,7846
29130,8238
29986,8377
30842,8264
31698,8656
32554,8851
33410,0
34266,7955
35122,11686
35978,11332
36834,10926
37690,12096
38546,14985
39402,0
40258,4510
27,9594
883,10232
1739,10422
2595,10476
3451,0
4307,9188
5163,8442
6019,8384
6875,8871
7731,9050
8587,5154
9443,0
10299,9230
11155,6690
12011,7194
12867,10441
13723,10509
14579,10627
15435,0
16291,8884
17147,8603
18003,8342
18859,8438
19715,8431
20571,6385
21427,0
22283,9489
23139,8972
23995,7268
24851,9398
25707,9198
26563,9837
27419,0
28275,7
29131,8431
29987,8303
30843,8796
31699,8954
32555,5929
33411,0
34267,9506
35123,9583
35979,7462
36835,10036
37691,8666
38547,11152
39403,0
40259,6973
28,5737
884,6684
1740,7174
2596,9210
3452,0
4308,5958
5164,4602
6020,4170
6876,4459
7732,4576
8588,4605
9444,0
10300,5958
11156,4770
12012,4277
12868,6750
13724,7780
14580,9560
15436,0
16292,5447
17148,5065
18004,4424
18860,4433
19716,4351
20572,4039
21428,0
22284,5566
23140,6089
23996,5670
24852,6634
25708,7073
26564,9167
27420,0
28276,5721
29132,4402
29988,4124
30844,4370
31700,4450
32556,4813
33412,0
34268,5996
35124,5830
35980,6211
36836,6767
37692,6665
38548,7724
39404,0
40260,3496
29,5369
885,5866
1741,6300
2597,8114
3453,0
4309,2647
5165,3503
6021,3625
6877,3961
7733,3931
8589,3946
9445,0
10301,3044
11157,4534
12013,4472
12869,6286
13725,7019
14581,9072
15437,0
16293,2709
17149,3943
18005,3705
18861,3729
19717,3375
20573,3658
21429,0
22285,2544
23141,5278
23997,5237
24853,5862
25709,6224
26565,7886
27421,0
28277,2519
29133,3402
29989,3623
30845,4141
31701,3938
32557,4029
33413,0
34269,2968
35125,5048
35981,5375
36837,5713
37693,5881
38549,6965
39405,0
40261,2183
30,4593
886,4752
1742,5170
2598,5223
3454,0
4310,4727
5166,3866
6022,3979
6878,4065
7734,4142
8590,4026
9446,0
10302,4178
11158,4535
12014,3743
12870,4886
13726,4720
14582,5469
15438,0
16294,4607
17150,3922
18006,3763
18862,3706
19718,3632
20574,3612
21430,0
22286,4359
23142,4691
23998,4736
24854,4766
25710,5042
26566,5202
27422,0
28278,4608
29134,3914
29990,3825
30846,3829
31702,4175
32558,3741
33414,0
34270,4641
35126,4673
35982,4709
36838,4809
37694,5192
38550,5030
39406,0
40262,2126
31,5675
887,5850
1743,6014
2599,7427
3455,0
4311,4897
5167,5232
6023,5142
6879,5185
7735,5337
8591,3570
9447,0
10303,4982
11159,4481
12015,4277
12871,6562
13727,6028
14583,7685
15439,0
16295,5198
17151,5508
18007,5093
18863,5071
19719,5096
20575,3726
21431,0
22287,5303
23143,5342
23999,4631
24855,6371
25711,6372
26567,7262
27423,0
28279,10
29135,5558
29991,5207
30847,5247
31703,5480
32559,3599
33415,0
34271,4964
35127,5555
35983,4080
36839,6713
37695,5900
38551,7340
39407,0
40263,2889
32,10559
888,11968
1744,12059
2600,14114
3456,0
4312,7303
5168,8567
6024,8585
6880,8891
7736,8846
8592,9086
9448,0
10304,7016
11160,7842
12016,7521
12872,12604
13728,11612
14584,16342
15440,0
16296,8382
17152,9430
18008,8668
18864,8876
19720,8439
20576,8625
21432,0
22288,7000
23144,10948
24000,10620
24856,11865
25712,11776
26568,13621
27424,0
28280,7571
29136,8459
29992,8678
30848,8842
31704,8622
32560,8703
33416,0
34272,7352
35128,9776
35984,10689
36840,11349
37696,11696
38552,13009
39408,0
40264,4700
33,7000
889,7719
1745,8344
2601,9682
3457,0
4313,3846
5169,5442
6025,5118
6881,5546
7737,5677
8593,5935
9449,0
10305,4057
11161,6278
12017,6380
12873,7752
13729,8256
14585,10862
15441,0
16297,4685
17153,5967
18009,5518
18865,5254
19721,5220
20577,4789
21433,0
22289,4261
23145,7314
24001,6909
24857,7661
25713,8198
26569,9165
27425,0
28281,4142
29137,5284
29993,5052
30849,5497
31705,5619
32561,6187
33417,0
34273,4132
35129,7198
35985,7161
36841,7337
37697,7658
38553,8491
39409,0
40265,2526
34,5402
890,5492
1746,5591
2602,7064
3458,0
4314,5319
5170,4562
6026,4136
6882,4184
7738,4185
8594,4516
9450,0
10306,5557
11162,5032
12018,5508
12874,5935
13730,6414
14586,6789
15442,0
16298,5320
17154,4233
18010,4094
18866,3632
19722,3940
20578,3429
21434,0
22290,5081
23146,5542
24002,5572
24858,5495
25714,5641
26570,6854
27426,0
28282,5398
29138,4479
29994,4232
30850,4024
31706,4144
32562,3417
33418,0
34274,5438
35130,5301
35986,5580
36842,5756
37698,5912
38554,7090
39410,0
40266,3110
35,5481
891,5546
1747,5859
2603,8033
3459,0
4315,4801
5171,4277
6027,4046
6883,3987
7739,4177
8595,2291
9451,0
10307,4594
11163,4269
12019,3731
12875,6425
13731,7072
14587,7640
15443,0
16299,5203
17155,4111
18011,3803
18867,3514
19723,4214
20579,3053
21435,0
22291,4701
23147,6400
24003,4358
24859,6206
25715,6651
26571,7450
27427,0
28283,6
29139,4355
29995,4127
30851,4072
31707,4207
32563,2578
33419,0
34275,4768
35131,6081
35987,4092
36843,6627
37699,6591
38555,7823
39411,0
40267,2663
36,8079
892,8644
1748,8649
2604,9535
3460,0
4316,5520
5172,6278
6028,6337
6884,6382
7740,6368
8596,6604
9452,0
10308,5516
11164,6771
12020,8141
12876,8616
13732,8953
14588,10931
15444,0
16300,5789
17156,6582
18012,6208
18868,5500
19724,5612
20580,5913
21436,0
22292,5312
23148,7792
24004,7945
24860,8326
25716,8403
26572,9085
27428,0
28284,5433
29140,5945
29996,5538
30852,6193
31708,6136
32564,6040
33420,0
34276,5459
35132,7707
35988,7860
36844,8148
37700,8449
38556,9243
39412,0
40268,4231
37,3860
893,4066
1749,4189
2605,4860
3461,0
4317,2506
5173,3283
6029,3127
6885,3244
7741,3305
8597,3337
9453,0
10309,2474
11165,3879
12021,3672
12877,4152
13733,4460
14589,5049
15445,0
16301,2687
17157,3264
18013,3203
18869,2937
19725,3111
20581,3286
21437,0
22293,2539
23149,3811
24005,3838
24861,3822
25717,4037
26573,4511
27429,0
28285,2566
29141,3077
29997,2961
30853,3149
31709,3283
32565,3348
33421,0
34277,2516
35133,3831
35989,3887
36845,3939
37701,4080
38557,4587
39413,0
40269,1897
38,7736
894,7929
1750,8363
2606,9975
3462,0
4318,7195
5174,6393
6030,5966
6886,5985
7742,6176
8598,4954
9454,0
10310,7079
11166,7318
12022,8211
12878,9009
13734,9267
14590,10464
15446,0
16302,7196
17158,6006
18014,5630
18870,5747
19726,6151
20582,5431
21438,0
22294,7063
23150,7879
24006,7441
24862,8470
25718,8668
26574,10352
27430,0
28286,7252
29142,6490
29998,6001
30854,6063
31710,6327
32566,5331
33422,0
34278,7248
35134,8480
35990,7820
36846,8961
37702,8303
38558,9897
39414,0
40270,4674
39,4684
895,4651
1751,4958
2607,6465
3463,0
4319,3810
5175,3562
6031,3420
6887,3413
7743,3495
8599,3592
9455,0
10311,3913
11167,4279
12023,4813
12879,5245
13735,4928
14591,6089
15447,0
16303,3971
17159,3524
18015,3121
18871,2884
19727,2898
20583,2577
21439,0
22295,3775
23151,4889
24007,4992
24863,4963
25719,5099
26575,6127
27431,0
28287,3996
29143,3586
29999,3270
30855,3156
31711,3067
32567,2547
33423,0
34279,3928
35135,4747
35991,5154
36847,5143
37703,5308
38559,5813
39415,0
40271,2177
40,7309
896,7150
1752,7200
2608,8323
3464,0
4320,6952
5176,6117
6032,5706
6888,5699
7744,5637
8600,4008
9456,0
10312,6870
11168,4934
12024,6034
12880,7988
13736,7727
14592,8847
15448,0
16304,6903
17160,6105
18016,5240
18872,5185
19728,5731
20584,4963
21440,0
22296,6784
23152,7171
24008,6242
24864,6854
25720,6933
26576,7729
27432,0
28288,10
29144,5949
30000,5845
30856,5793
31712,5667
32568,4686
33424,0
34280,6819
35136,6885
35992,5777
36848,7758
37704,6828
38560,8295
39416,0
40272,5219
41,7327
897,7158
1753,8228
2609,10614
3465,0
4321,5974
5177,6043
6033,5932
6889,5819
7745,6107
8601,5405
9457,0
10313,6136
11169,5791
12025,5564
12881,8516
13737,8920
14593,10620
15449,0
16305,5763
17161,6262
18017,5468
18873,5245
19729,5921
20585,5183
21441,0
22297,5632
23153,8065
24009,4868
24865,8507
25721,8342
26577,10194
27433,0
28289,11
29145,6071
30001,5921
30857,5662
31713,6073
32569,5424
33425,0
34281,5957
35137,6858
35993,5496
36849,8898
37705,7365
38561,9737
39417,0
40273,4864
42,5792
898,6095
1754,6259
2610,7465
3466,0
4322,3358
5178,4795
6034,4630
6890,4676
7746,4690
8602,4834
9458,0
10314,3565
11170,5620
12026,5821
12882,6534
13738,6748
14594,7748
15450,0
16306,3696
17162,5100
18018,4274
18874,4223
19730,4224
20586,4657
21442,0
22298,3151
23154,6076
24010,5691
24866,5737
25722,5921
26578,6696
27434,0
28290,3248
29146,5009
30002,4723
30858,4708
31714,4796
32570,4144
33426,0
34282,3465
35138,5921
35994,5685
36850,6010
37706,6000
38562,6646
39418,0
40274,2736
43,8083
899,8048
1755,8339
2611,9754
3467,0
4323,7495
5179,7101
6035,6456
6891,6790
7747,6494
8603,7111
9459,0
10315,7812
11171,4883
12027,7552
12883,8071
13739,8406
14595,9561
15451,0
16307,6684
17163,6630
18019,6082
18875,5284
19731,6151
20587,5215
21443,0
22299,6980
23155,6889
24011,7164
24867,7504
25723,8090
26579,9450
27435,0
28291,7183
29147,6513
30003,6081
30859,6068
31715,5983
32571,4898
33427,0
34283,6940
35139,6426
35995,6997
36851,7981
37707,7961
38563,8824
39419,0
40275,3126
44,7306
900,7367
1756,7787
2612,9640
3468,0
4324,5755
5180,5334
6036,4971
6892,5172
7748,5520
8604,3829
9460,0
10316,5461
11172,5479
12028,5505
12884,7630
13740,8274
14596,10021
15452,0
16308,5625
17164,5467
18020,5105
18876,5228
19732,5368
20588,4449
21444,0
22300,5866
23156,6460
24012,5338
24868,6735
25724,7336
26580,9502
27436,0
28292,5818
29148,5354
30004,5015
30860,5138
31716,5325
32572,4302
33428,0
34284,5541
35140,6312
35996,5402
36852,7762
37708,6697
38564,9194
39420,0
40276,4040
45,4960
901,5571
1757,5680
2613,7286
3469,0
4325,4457
5181,3882
6037,3952
6893,4146
7749,4197
8605,3638
9461,0
10317,4355
11173,4663
12029,4824
12885,5884
13741,5786
14597,6335
15453,0
16309,4775
17165,4149
18021,4089
18877,4292
19733,4069
20589,3683
21445,0
22301,4553
23157,5286
24013,5281
24869,5750
25725,5918
26581,6188
27437,0
28293,4559
29149,3847
30005,3928
30861,4093
31717,4140
32573,3760
33429,0
34285,4423
35141,5045
35997,4955
36853,5775
37709,5788
38565,6231
39421,0
40277,2683
46,6991
902,7412
1758,8185
2614,9278
3470,0
4326,3781
5182,5875
6038,5769
6894,6022
7750,6271
8606,6406
9462,0
10318,3639
11174,5427
12030,5304
12886,8153
13742,8676
14598,9137
15454,0
16310,3560
17166,6155
18022,5865
18878,5763
19734,5807
20590,5572
21446,0
22302,3577
23158,6959
24014,7003
24870,7354
25726,8129
26582,9043
27438,0
28294,3787
29150,5518
30006,5809
30862,5865
31718,5903
32574,5729
33430,0
34286,3647
35142,6769
35998,7027
36854,7425
37710,8007
38566,8152
39422,0
40278,2274
47,7970
903,7828
1759,7888
2615,9421
3471,0
4327,6788
5183,6215
6039,5331
6895,5645
7751,5573
8607,5687
9463,0
10319,6803
11175,7174
12031,7764
12887,8124
13743,8339
14599,10314
15455,0
16311,6768
17167,6051
18023,5116
18879,5024
19735,4930
20591,4923
21447,0
22303,6452
23159,8011
24015,7619
24871,8011
25727,8076
26583,9615
27439,0
28295,6484
29151,5877
30007,5529
30863,5214
31719,5106
32575,4219
33431,0
34287,6760
35143,8024
35999,7761
36855,8112
37711,8025
38567,9498
39423,0
40279,5641
48,11871
904,11782
1760,12303
2616,14001
3472,0
4328,9434
5184,9551
6040,8911
6896,8728
7752,8516
8608,8829
9464,0
10320,9427
11176,9715
12032,9493
12888,13310
13744,12716
14600,16303
15456,0
16312,9943
17168,9684
18024,8439
18880,8203
19736,7713
20592,7823
21448,0
22304,9512
23160,12304
24016,11092
24872,11849
25728,12001
26584,14001
27440,0
28296,9750
29152,8458
30008,8981
30864,8728
31720,8739
32576,9042
33432,0
34288,9440
35144,11657
36000,11809
36856,11642
37712,12624
38568,14372
39424,0
40280,4807
49,6293
905,6316
1761,6694
2617,7792
3473,0
4329,5865
5185,5486
6041,5138
6897,5088
7753,5467
8609,4307
9465,0
10321,5585
11177,4655
12033,4969
12889,6739
13745,7001
14601,8098
15457,0
16313,5821
17169,5789
18025,5297
18881,5248
19737,5552
20593,4882
21449,0
22305,5888
23161,6495
24017,6152
24873,6774
25729,6582
26585,7473
27441,0
28297,5913
29153,5630
30009,5323
30865,5224
31721,5448
32577,4708
33433,0
34289,5898
35145,6375
36001,6082
36857,6643
37713,6629
38569,7552
39425,0
40281,4014
50,8455
906,9079
1762,9938
2618,11330
3474,0
4330,5258
5186,6281
6042,6381
6898,6435
7754,6699
8610,4907
9466,0
10322,4811
11178,6213
12034,7800
12890,9738
13746,10509
14602,11574
15458,0
16314,5464
17170,6639
18026,6239
18882,5721
19738,6629
20594,5159
21450,0
22306,5324
23162,7787
24018,7795
24874,8935
25730,9494
26586,11591
27442,0
28298,5240
29154,6315
30010,6337
30866,6362
31722,6672
32578,5041
33434,0
34290,4851
35146,7424
36002,8115
36858,9662
37714,10154
38570,11717
39426,0
40282,3470
51,7660
907,7883
1763,8078
2619,8896
3475,0
4331,8201
5187,6486
6043,6687
