Id,Sales
31687,4159
32543,4511
33399,0
34255,4746
35111,5874
35967,5680
36823,5771
37679,6015
38535,7404
39391,0
40247,4901
16,5284
872,5394
1728,5699
2584,6951
3440,0
4296,3658
5152,4247
6008,4138
6864,4141
7720,4172
8576,4436
9432,0
10288,3720
11144,5469
12000,5506
12856,5748
13712,5897
14568,7838
15424,0
16280,3719
17136,4609
17992,4022
18848,3933
19704,3920
20560,4248
21416,0
22272,3511
23128,5254
23984,5232
24840,5287
25696,5576
26552,6833
27408,0
28264,0
29120,4249
29976,4087
30832,4090
31688,4110
32544,4420
33400,0
34256,3712
35112,5485
35968,5453
36824,5528
37680,5734
38536,7015
39392,0
40248,3878
17,7109
873,7251
1729,7809
2585,9454
3441,0
4297,5390
5153,5645
6009,5235
6865,5235
7721,5234
8577,5469
9433,0
10289,5482
11145,7641
12001,7414
12857,7879
13713,8276
14569,10622
15425,0
16281,5664
17137,6142
17993,5095
18849,4976
19705,4941
20561,5288
21417,0
22273,5178
23129,7329
23985,7035
24841,7102
25697,7649
26553,9383
27409,0
28265,5393
29121,5648
29977,5171
30833,5171
31689,5182
32545,5493
33401,0
34257,5470
35113,7657
35969,7336
36825,7447
37681,7873
38537,9597
39393,0
40249,5646
18,12826
874,13093
1730,13967
2586,17492
3442,0
4298,8606
5154,11001
6010,10854
6866,10863
7722,10943
8578,11880
9434,0
10290,8765
11146,13549
12002,13674
12858,14294
13714,14813
14570,20716
15426,0
16282,8667
17138,11927
17994,10513
18850,10279
19706,10244
20562,11546
21418,0
22274,8232
23130,12677
23986,12702
24842,12834
25698,13664
26554,17563
27410,0
28266,8611
29122,11008
29978,10720
30834,10729
31690,10796
32546,11871
33402,0
34258,8734
35114,13301
35970,13256
36826,13438
37682,14375
38538,18229
39394,0
40250,9328
19,7817
875,7980
1731,8599
2587,10417
3443,0
4299,6566
5155,6513
6011,6250
6867,6255
7723,6285
8579,6660
9435,0
10291,6677
11147,8341
12003,8217
12859,8735
13715,9168
14571,11705
15427,0
16283,6923
17139,7150
17995,6083
18851,5946
19707,5905
20563,6496
21419,0
22275,6308
23131,7938
23987,7736
24843,7816
25699,8413
26555,10479
27411,0
28267,6570
29123,6516
29979,6173
30835,6178
31691,6208
32547,6693
33403,0
34259,6664
35115,8293
35971,8068
36827,8196
37683,8737
38539,10677
39395,0
40251,6956
20,8440
876,8616
1732,9354
2588,11479
3444,0
4300,5669
5156,6556
6012,6525
6868,6531
7724,6570
8580,6947
9436,0
10292,5766
11148,8717
12004,8795
12860,9182
13716,9679
14572,13048
15428,0
16284,5764
17140,7116
17996,6343
18852,6202
19708,6172
20564,6787
21420,0
22276,5442
23132,8374
23988,8358
24844,8445
25700,9151
26556,11565
27412,0
28268,5673
29124,6560
29980,6445
30836,6450
31692,6482
32548,6957
33404,0
34260,5754
35116,8742
35972,8711
36828,8830
37684,9410
38540,11703
39396,0
40252,6010
21,8315
877,8482
1733,8980
2589,10925
3445,0
4301,7440
5157,7346
6013,6814
6869,6814
7725,6805
8581,7255
9437,0
10293,7577
11149,8998
12005,8752
12861,9297
13717,9587
14573,12166
15429,0
16285,7837
17141,8024
17997,6607
18853,6453
19709,6370
20565,7028
21421,0
22277,7122
23133,8533
23989,8241
24845,8320
25701,8785
26557,10952
27413,0
28269,7444
29125,7350
29981,6730
30837,6730
31693,6737
32549,7283
33405,0
34261,7551
35117,8947
35973,8594
36829,8724
37685,9136
38541,11200
39397,0
40253,7893
22,5715
878,5829
1734,6339
2590,7536
3446,0
4302,4244
5158,4650
6014,4613
6870,4613
7726,4641
8582,4899
9438,0
10294,4316
11150,5946
12006,6070
12862,6351
13718,6706
14574,8590
15430,0
16286,4315
17142,5047
17998,4485
18854,4390
19710,4368
20566,4786
21422,0
22278,4082
23134,5605
23990,5660
24846,5714
25702,6202
26558,7593
27414,0
28270,4247
29126,4653
29982,4556
30838,4556
31694,4579
32550,4906
33406,0
34262,4308
35118,5851
35974,5898
36830,5974
37686,6500
38542,7830
39398,0
40254,4622
23,5635
879,5748
1735,6113
2591,7455
3447,0
4303,4802
5159,4957
6015,4663
6871,4663
7727,4661
8583,5022
9439,0
10295,4909
11151,6071
12007,5969
12863,6318
13719,6540
14575,8403
15431,0
16287,5089
17143,5586
17999,4644
18855,4535
19711,4504
20567,4954
21423,0
22279,4597
23135,6004
23991,5868
24847,5924
25703,6289
26559,7744
27415,0
28271,4805
29127,5094
29983,4729
30839,4729
31695,4739
32551,5174
33407,0
34263,4874
35119,6305
35975,6121
36831,6238
37687,6568
38543,8065
39399,0
40255,5105
24,5859
880,5981
1736,6511
2592,7988
3448,0
4304,3434
5160,4468
6016,4453
6872,4457
7728,4500
8584,4804
9440,0
10296,3492
11152,6163
12008,6227
12864,6527
13720,6899
14576,9030
15432,0
16288,3456
17144,4841
18000,4329
18856,4232
19712,4227
20568,4600
21424,0
22280,3296
23136,5806
23992,5803
24848,5863
25704,6370
26560,7840
27416,0
28272,0
29128,4470
29984,4398
30840,4401
31696,4433
32552,4787
33408,0
34264,0
35120,6061
35976,6047
36832,6144
37688,6681
38544,8203
39400,0
40256,3712
25,8367
881,8541
1737,9189
2593,11137
3449,0
4305,6150
5161,7028
6017,7065
6873,7071
7729,7155
8585,7624
9441,0
10297,6263
11153,8782
12009,8861
12865,9400
13721,9838
14577,12335
15433,0
16289,6204
17145,7608
18001,6844
18857,6692
19713,6699
20569,7386
21425,0
22281,5882
23137,8271
23993,8285
24849,8372
25705,8990
26561,11165
27417,0
28273,6153
29129,7032
29985,6978
30841,6984
31697,7059
32553,7612
33409,0
34265,6241
35121,8678
35977,8647
36833,8785
37689,9395
38545,11514
39401,0
40257,6670
26,6747
882,6882
1738,7164
2594,8024
3450,0
4306,5506
5162,5820
6018,5417
6874,5417
7730,5410
8586,5750
9442,0
10298,5629
11154,7266
12010,7092
12866,7305
13722,7391
14578,9318
15434,0
16290,5844
17146,6396
18002,5253
18858,5131
19714,5065
20570,5588
21426,0
22282,5271
23138,6894
23994,6690
24850,6754
25706,7009
26562,8057
27418,0
28274,5509
29130,5823
29986,5351
30842,5351
31698,5501
32554,5933
33410,0
34266,5588
35122,7436
35978,7167
36834,7288
37690,7470
38546,8443
39402,0
40258,5800
27,9137
883,9327
1739,10223
2595,12178
3451,0
4307,7605
5163,8007
6019,7851
6875,7858
7731,7896
8587,8415
9443,0
10299,7744
11155,9650
12011,9695
12867,10146
13723,10804
14579,13745
15435,0
16291,7723
17147,8681
18003,7605
18859,7449
19715,7405
20571,8004
21427,0
22283,7286
23139,9071
23995,9048
24851,9142
25707,10001
26563,11932
27419,0
28275,0
29131,8011
29987,7754
30843,7761
31699,7779
32555,8373
33411,0
34267,7718
35123,9518
35979,9442
36835,9572
37691,10472
38547,12515
39403,0
40259,8229
28,6576
884,6707
1740,7228
2596,8765
3452,0
4308,5527
5164,5482
6020,5255
6876,5255
7732,5256
8588,5580
9444,0
10300,5620
11156,7024
12012,6912
12868,7342
13724,7706
14580,9813
15436,0
16292,5827
17148,6018
18004,5114
18860,4995
19716,4938
20572,5442
21428,0
22284,5309
23140,6685
23996,6507
24852,6570
25708,7071
26564,8817
27420,0
28276,5530
29132,5485
29988,5190
30844,5190
31700,5204
32556,5609
33412,0
34268,5609
35124,6984
35980,6787
36836,6889
37692,7344
38548,8974
39404,0
40260,5855
29,5238
885,5347
1741,5703
2597,6906
3453,0
4309,3378
5165,4036
6021,4028
6877,4032
7733,4056
8589,4310
9445,0
10301,3435
11157,5411
12013,5458
12869,5698
13725,5901
14581,7825
15437,0
16293,3434
17149,4380
18005,3916
18861,3829
19717,3810
20573,4210
21429,0
22285,3243
23141,5198
23997,5187
24853,5241
25709,5579
26565,6958
27421,0
28277,3380
29133,4038
29989,3979
30845,3982
31701,4001
32557,4316
33413,0
34269,3428
35125,5426
35981,5405
36837,5480
37693,5738
38549,7041
39405,0
40261,3581
30,5547
886,5662
1742,6164
2598,7451
3454,0
4310,4001
5166,4278
6022,4258
6878,4261
7734,4287
8590,4539
9446,0
10302,4069
11158,5737
12014,5789
12870,6056
13726,6401
14582,8429
15438,0
16294,4062
17150,4635
18006,4139
18862,4047
19718,4027
20574,4434
21430,0
22286,3841
23142,5503
23998,5493
24854,5550
25710,6030
26566,7495
27422,0
28278,4004
29134,4280
29990,4205
30846,4209
31702,4229
32558,4546
33414,0
34270,4061
35126,5746
35982,5725
36838,5816
37694,6210
38550,7591
39406,0
40262,4248
31,6231
887,6355
1743,6691
2599,8253
3455,0
4311,5337
5167,5221
6023,4914
6879,4914
7735,4931
8591,5263
9447,0
10303,5435
11159,6587
12015,6502
12871,6684
13727,6854
14583,9388
15439,0
16295,5630
17151,5712
18007,4765
18863,4654
19719,4616
20575,5020
21431,0
22287,5108
23143,6301
23999,6175
24855,6234
25711,6554
26567,8086
27423,0
28279,0
29135,5224
29991,4853
30847,4853
31703,4858
32559,5251
33415,0
34271,5416
35127,6606
35983,6439
36839,6522
37695,6749
38551,8309
39407,0
40263,5586
32,9146
888,9336
1744,9949
2600,12037
3456,0
4312,7402
5168,7704
6024,7589
6880,7595
7736,7621
8592,8107
9448,0
10304,7538
11160,9569
12016,9642
12872,10061
13728,10416
14584,13928
15440,0
16296,7517
17152,8352
18008,7350
18864,7187
19720,7134
20576,7866
21432,0
22288,7079
23144,9053
24000,9057
24856,9151
25712,9734
26568,12086
27424,0
28280,7406
29136,7708
29992,7495
30848,7501
31704,7519
32560,8107
33416,0
34272,7512
35128,9499
35984,9452
36840,9582
37696,10127
38552,12416
39408,0
40264,7934
33,9492
889,9682
1745,10409
2601,12977
3457,0
4313,6194
5169,7249
6025,6800
6881,6800
7737,6791
8593,7290
9449,0
10305,6300
11161,10409
12017,10088
12873,10413
13729,10889
14585,14726
15441,0
16297,6561
17153,7949
18009,6670
18865,6515
19721,6431
20577,7190
21433,0
22289,5998
23145,9891
24001,9482
24857,9573
25713,10264
26569,13158
27425,0
28281,6247
29137,7311
29993,6769
30849,6769
31705,6773
32561,7389
33417,0
34273,6337
35129,10313
35985,9869
36841,10018
37697,10773
38553,13523
39409,0
40265,6655
34,4673
890,4767
1746,5593
2602,6827
3458,0
4314,2621
5170,3611
6026,3435
6882,3435
7738,3434
8594,3699
9450,0
10306,2675
11162,5162
12018,5058
12874,5375
13730,6146
14586,8198
15442,0
16298,2780
17154,4088
18010,3446
18866,3365
19722,3342
20578,3687
21434,0
22290,2518
23146,5002
24002,4854
24858,4900
25714,5731
26570,7087
27426,0
28282,2622
29138,3724
29994,3497
30850,3497
31706,3504
32562,3830
33418,0
34274,2660
35130,5219
35986,5049
36842,5145
37698,5991
38554,7363
39410,0
40266,2802
35,5685
891,5804
1747,6267
2603,7853
3459,0
4315,4513
5171,4488
6027,4256
6883,4259
7739,4282
8595,4572
9451,0
10307,4589
11163,6067
12019,5925
12875,6096
13731,6412
14587,8986
15443,0
16299,4766
17155,4915
18011,4142
18867,4048
19723,4023
20579,4390
21435,0
22291,4336
23147,5824
24003,5626
24859,5685
25715,6139
26571,7720
27427,0
28283,0
29139,4490
29995,4203
30851,4207
31707,4218
32563,4568
33419,0
34275,4580
35131,6084
35987,5867
36843,5948
37699,6313
38555,7903
39411,0
40267,4717
36,6440
892,6574
1748,7018
2604,8523
3460,0
4316,5010
5172,5441
6028,5478
6884,5482
7740,5514
8596,5864
9452,0
10308,5102
11164,6671
12020,6721
12876,7012
13732,7272
14588,9800
15444,0
16300,5089
17156,5899
18012,5306
18868,5188
19724,5169
20580,5606
21436,0
22292,4792
23148,6376
24004,6377
24860,6444
25716,6865
26572,8435
27428,0
28284,5013
29140,5444
29996,5410
30852,5415
31708,5440
32564,5864
33420,0
34276,5085
35132,6690
35988,6656
36844,6747
37700,7070
38556,8701
39412,0
40268,5316
37,5579
893,5695
1749,6199
2605,7479
3461,0
4317,3956
5173,4560
6029,4538
6885,4542
7741,4577
8597,4848
9453,0
10309,4024
11165,5811
12021,5863
12877,6224
13733,6587
14589,8375
15445,0
16301,4016
17157,4941
18013,4412
18869,4314
19725,4306
20581,4659
21437,0
22293,3798
23149,5535
24005,5524
24861,5582
25717,6065
26573,7416
27429,0
28285,3959
29141,4562
29997,4482
30853,4486
31709,4515
32565,4847
33421,0
34277,4015
35133,5778
35989,5757
36845,5849
37701,6290
38557,7674
39413,0
40269,4261
38,5871
894,5988
1750,6369
2606,7536
3462,0
4318,5087
5174,5343
6030,5006
6886,5006
7742,5029
8598,5269
9454,0
10310,5201
11166,6524
12022,6390
12878,6791
13734,7038
14590,9713
15446,0
16302,5739
17158,6338
18014,5249
18870,5127
19726,5091
20582,5550
21438,0
22294,5184
23150,6619
24006,6445
24862,6507
25718,6908
26574,8430
27430,0
28286,5419
29142,5780
29998,5346
30854,5346
31710,5358
32566,5797
33422,0
34278,5496
35134,6952
35990,6724
36846,6851
37702,7215
38558,8779
39414,0
40270,5757
39,5328
895,5374
1751,6339
2607,7679
3463,0
4319,3334
5175,4267
6031,4034
6887,3927
7743,3926
8599,4198
9455,0
10311,3403
11167,5627
12023,5653
12879,5941
13735,6834
14591,8912
15447,0
16303,3531
17159,4697
18015,3934
18871,3741
19727,3715
20583,4068
21439,0
22295,3197
23151,5317
24007,5293
24863,5284
25719,6233
26575,7650
27431,0
28287,3335
29143,4286
29999,3999
30855,3893
31711,3902
32567,4233
33423,0
34279,3383
35135,5564
35991,5520
36847,5562
37703,6501
38559,7930
39415,0
40271,3539
40,6142
896,6270
1752,6625
2608,7963
3464,0
4320,4666
5176,5454
6032,5531
6888,5535
7744,5590
8600,5856
9456,0
10312,4770
11168,6490
12024,6605
12880,6905
13736,7083
14592,10102
15448,0
16304,5050
17160,6455
18016,5793
18872,5664
19728,5659
20584,6162
21440,0
22296,4751
23152,6640
24008,6718
24864,6788
25720,7146
26576,8586
27432,0
28288,0
29144,5900
30000,5906
30856,5911
31712,5955
32568,6435
33424,0
34280,5041
35136,6968
35992,7004
36848,7127
37704,7406
38560,8914
39416,0
40272,5304
41,7462
897,7611
1753,8031
2609,10020
3465,0
4321,6442
5177,6319
6033,5895
6889,5895
7745,5925
8601,6321
9457,0
10313,6561
11169,7979
12025,7805
12881,8024
13737,8246
14593,11512
15449,0
16305,6797
17161,6942
18017,5716
18873,5583
19729,5547
20585,6029
21441,0
22297,6167
23153,7604
24009,7384
24865,7455
25721,7866
26577,9818
27433,0
28289,0
29145,6323
30001,5822
30857,5822
31713,5837
32569,6307
33425,0
34281,6538
35137,7983
35993,7712
36849,7811
37705,8120
38561,10111
39417,0
40273,6792
42,5264
898,5373
1754,5693
2610,6712
3466,0
4322,3735
5178,4440
6034,4503
6890,4506
7746,4542
8602,4745
9458,0
10314,3818
11170,5478
12026,5575
12882,5893
13738,6070
14594,8235
15450,0
16306,4036
17162,5368
18018,4825
18874,4718
19730,4711
20586,5122
21442,0
22298,3803
23154,5691
24010,5758
24866,5818
25722,6141
26578,7463
27434,0
28290,3978
29146,4915
30002,4920
30858,4924
31714,4958
32570,5349
33426,0
34282,4035
35138,5972
35994,6002
36850,6121
37706,6414
38562,7802
39418,0
40274,4294
43,5994
899,6058
1755,6628
2611,7439
3467,0
4323,4236
5179,4808
6035,4375
6891,4335
7747,4334
8603,4671
9459,0
10315,4330
11171,6528
12027,6263
12883,6412
13739,6827
14595,8814
15451,0
16307,4523
17163,5316
18019,4268
18875,4138
19731,4109
20587,4521
21443,0
22299,4086
23155,6313
24011,6020
24867,6023
25723,6568
26579,7455
27435,0
28291,4264
29147,4840
30003,4347
30859,4307
31715,4317
32571,4721
33427,0
34283,4325
35139,6619
35995,6271
36851,6319
37707,6689
38563,7576
39419,0
40275,4425
44,6049
900,6174
1756,6541
2612,7539
3468,0
4324,4101
5180,5198
6036,5227
6892,5231
7748,5283
8604,5717
9460,0
10316,4193
11172,6345
12028,6404
12884,6694
13740,6884
14596,8803
15452,0
16308,4170
17164,5690
18020,5063
18876,4950
19732,4946
20588,5446
21444,0
22300,3923
23156,6025
24012,6044
24868,6107
25724,6445
26580,7386
27436,0
28292,4104
29148,5201
30004,5162
30860,5167
31716,5205
32572,5689
33428,0
34284,4162
35140,6323
35996,6301
36852,6412
37708,6680
38564,7668
39420,0
40276,4379
45,5828
901,5949
1757,6374
2613,7738
3469,0
4325,4382
5181,4754
6037,4763
6893,4767
7749,4811
8605,5113
9461,0
10317,4462
11173,6046
12029,6082
12885,6334
13741,6593
14597,8787
15453,0
16309,4450
17165,5154
18021,4614
18877,4511
19733,4504
20589,4863
21445,0
22301,4191
23157,5779
24013,5771
24869,5831
25725,6236
26581,7628
27437,0
28293,4384
29149,4756
30005,4705
30861,4708
31717,4740
32573,5087
33429,0
34285,4447
35141,6064
35997,6023
36853,6106
37709,6422
38565,7868
39421,0
40277,4649
46,6405
902,6538
1758,7118
2614,8621
3470,0
4326,4180
5182,5228
6038,5211
6894,5215
7750,5247
8606,5581
9462,0
10318,4251
11174,6695
12030,6765
12886,7180
13742,7599
14598,9469
15454,0
16310,4222
17166,5665
18022,5065
18878,4953
19734,4930
20590,5443
21446,0
22302,4013
23158,6346
24014,6343
24870,6409
25726,6963
26582,8672
27438,0
28294,4183
29150,5231
30006,5146
30862,5151
31718,5177
32574,5580
33430,0
34286,4243
35142,6625
35998,6610
36854,6716
37710,7257
38566,8889
39422,0
40278,4524
47,8398
903,8573
1759,9041
2615,11120
3471,0
4327,7247
5183,7115
6039,6634
6895,6639
7751,6671
8607,7075
9463,0
10319,7380
11175,9127
12031,8924
12887,9200
13743,9437
14599,12951
15455,0
16311,7620
17167,7745
18023,6433
18879,6288
19735,6262
20591,6803
21447,0
22303,6938
23159,8561
24015,8310
24871,8397
25727,8856
26583,11016
27439,0
28295,7251
29151,7119
30007,6552
30863,6557
31719,6590
32575,7105
33431,0
34287,7355
35143,8989
35999,8679
36855,8798
37711,9287
38567,11539
39423,0
40279,7724
48,7648
904,7774
1760,8199
2616,9038
3472,0
4328,6218
5184,6723
6040,6150
6896,6129
7752,6121
8608,6402
9464,0
10320,6356
11176,8379
12032,8039
12888,8251
13744,8459
14600,11614
15456,0
16312,7081
17168,7928
18024,6399
18880,6229
19736,6148
20592,6819
21448,0
22304,6386
23160,8514
24016,8120
24872,8170
25728,8578
26584,9911
27440,0
28296,6675
29152,7218
30008,6518
30864,6495
31720,6786
32576,7358
33432,0
34288,6771
35144,9318
36000,8828
36856,8946
37712,9291
38568,10554
39424,0
40280,7028
49,6688
905,6821
1761,7877
2617,9657
3473,0
4329,3973
5185,5164
6041,4886
6897,4886
7753,4903
8609,5303
9465,0
10321,4056
11177,7459
12033,7290
12889,7525
13745,8457
14601,11405
15457,0
16313,4248
17169,5717
18025,4793
18881,4681
19737,4643
20593,5141
21449,0
22305,3847
23161,7085
24017,6859
24873,6925
25729,7971
26585,9900
27441,0
28297,4007
29153,5208
30009,4864
30865,4864
31721,4869
32577,5340
33433,0
34289,4064
35145,7392
36001,7135
36857,7270
37713,8360
38569,10319
39425,0
40281,4269
50,7329
906,7482
1762,8004
2618,9701
3474,0
4330,5771
5186,6206
6042,6230
6898,6235
7754,6283
8610,6718
9466,0
10322,5877
11178,7693
12034,7751
12890,8256
13746,8592
14602,10805
15458,0
16314,5852
17170,6717
18026,6034
18882,5900
19738,5882
20594,6380
21450,0
22306,5520
23162,7255
24018,7258
24874,7333
25730,7830
26586,9586
27442,0
28298,5775
29154,6209
30010,6153
30866,6158
31722,6190
32578,6674
33434,0
34290,5857
35146,7612
36002,7574
36858,7695
37714,8172
38570,10016
39426,0
40282,6250
51,7075
907,7223
1763,7692
2619,9328
3475,0
4331,5194
5187,5797
6043,5820
