Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Day,DayInt,Month,Open,Promo,Promo2,Promo2SinceWeek,Promo2SinceYear,SchoolHoliday,Store,StoreType,Weekend,Year
2,24000.0,4.0,2013.0,6,6,9,0.0,0,0,-1.0,-1.0,0,7,0,1,2015
2,24000.0,4.0,2013.0,5,5,9,1.0,0,0,-1.0,-1.0,0,7,0,1,2015
2,24000.0,4.0,2013.0,4,4,9,1.0,1,0,-1.0,-1.0,0,7,0,0,2015
2,24000.0,4.0,2013.0,3,3,9,1.0,1,0,-1.0,-1.0,0,7,0,0,2015
2,24000.0,4.0,2013.0,2,2,9,1.0,1,0,-1.0,-1.0,0,7,0,0,2015
2,24000.0,4.0,2013.0,1,1,9,1.0,1,0,-1.0,-1.0,0,7,0,0,2015
2,24000.0,4.0,2013.0,31,0,8,1.0,1,0,-1.0,-1.0,0,7,0,0,2015
2,24000.0,4.0,2013.0,30,6,8,0.0,0,0,-1.0,-1.0,0,7,0,1,2015
2,24000.0,4.0,2013.0,29,5,8,1.0,0,0,-1.0,-1.0,0,7,0,1,2015
2,24000.0,4.0,2013.0,28,4,8,1.0,0,0,-1.0,-1.0,1,7,0,0,2015
2,24000.0,4.0,2013.0,27,3,8,1.0,0,0,-1.0,-1.0,1,7,0,0,2015
2,24000.0,4.0,2013.0,26,2,8,1.0,0,0,-1.0,-1.0,1,7,0,0,2015
2,24000.0,4.0,2013.0,25,1,8,1.0,0,0,-1.0,-1.0,1,7,0,0,2015
2,24000.0,4.0,2013.0,24,0,8,1.0,0,0,-1.0,-1.0,1,7,0,0,2015
2,24000.0,4.0,2013.0,23,6,8,0.0,0,0,-1.0,-1.0,0,7,0,1,2015
2,24000.0,4.0,2013.0,22,5,8,1.0,0,0,-1.0,-1.0,0,7,0,1,2015
2,24000.0,4.0,2013.0,21,4,8,1.0,1,0,-1.0,-1.0,1,7,0,0,2015
2,24000.0,4.0,2013.0,20,3,8,1.0,1,0,-1.0,-1.0,1,7,0,0,2015
2,24000.0,4.0,2013.0,19,2,8,1.0,1,0,-1.0,-1.0,1,7,0,0,2015
2,24000.0,4.0,2013.0,18,1,8,1.0,1,0,-1.0,-1.0,1,7,0,0,2015
2,24000.0,4.0,2013.0,17,0,8,1.0,1,0,-1.0,-1.0,1,7,0,0,2015
2,24000.0,4.0,2013.0,16,6,8,0.0,0,0,-1.0,-1.0,0,7,0,1,2015
2,24000.0,4.0,2013.0,15,5,8,1.0,0,0,-1.0,-1.0,0,7,0,1,2015
2,24000.0,4.0,2013.0,14,4,8,1.0,0,0,-1.0,-1.0,1,7,0,0,2015
2,24000.0,4.0,2013.0,13,3,8,1.0,0,0,-1.0,-1.0,1,7,0,0,2015
2,24000.0,4.0,2013.0,12,2,8,1.0,0,0,-1.0,-1.0,1,7,0,0,2015
2,24000.0,4.0,2013.0,11,1,8,1.0,0,0,-1.0,-1.0,1,7,0,0,2015
2,24000.0,4.0,2013.0,10,0,8,1.0,0,0,-1.0,-1.0,1,7,0,0,2015
2,24000.0,4.0,2013.0,9,6,8,0.0,0,0,-1.0,-1.0,0,7,0,1,2015
2,24000.0,4.0,2013.0,8,5,8,1.0,0,0,-1.0,-1.0,0,7,0,1,2015
2,24000.0,4.0,2013.0,7,4,8,1.0,1,0,-1.0,-1.0,1,7,0,0,2015
2,24000.0,4.0,2013.0,6,3,8,1.0,1,0,-1.0,-1.0,1,7,0,0,2015
2,24000.0,4.0,2013.0,5,2,8,1.0,1,0,-1.0,-1.0,1,7,0,0,2015
2,24000.0,4.0,2013.0,4,1,8,1.0,1,0,-1.0,-1.0,1,7,0,0,2015
2,24000.0,4.0,2013.0,3,0,8,1.0,1,0,-1.0,-1.0,1,7,0,0,2015
2,24000.0,4.0,2013.0,2,6,8,0.0,0,0,-1.0,-1.0,0,7,0,1,2015
2,24000.0,4.0,2013.0,1,5,8,1.0,0,0,-1.0,-1.0,0,7,0,1,2015
0,7520.0,10.0,2014.0,17,3,9,1.0,1,0,-1.0,-1.0,0,8,0,0,2015
0,7520.0,10.0,2014.0,16,2,9,1.0,1,0,-1.0,-1.0,0,8,0,0,2015
0,7520.0,10.0,2014.0,15,1,9,1.0,1,0,-1.0,-1.0,0,8,0,0,2015
0,7520.0,10.0,2014.0,14,0,9,1.0,1,0,-1.0,-1.0,0,8,0,0,2015
0,7520.0,10.0,2014.0,13,6,9,0.0,0,0,-1.0,-1.0,0,8,0,1,2015
0,7520.0,10.0,2014.0,12,5,9,1.0,0,0,-1.0,-1.0,0,8,0,1,2015
0,7520.0,10.0,2014.0,11,4,9,1.0,0,0,-1.0,-1.0,0,8,0,0,2015
0,7520.0,10.0,2014.0,10,3,9,1.0,0,0,-1.0,-1.0,0,8,0,0,2015
0,7520.0,10.0,2014.0,9,2,9,1.0,0,0,-1.0,-1.0,0,8,0,0,2015
0,7520.0,10.0,2014.0,8,1,9,1.0,0,0,-1.0,-1.0,0,8,0,0,2015
0,7520.0,10.0,2014.0,7,0,9,1.0,0,0,-1.0,-1.0,0,8,0,0,2015
0,7520.0,10.0,2014.0,6,6,9,0.0,0,0,-1.0,-1.0,0,8,0,1,2015
0,7520.0,10.0,2014.0,5,5,9,1.0,0,0,-1.0,-1.0,0,8,0,1,2015
0,7520.0,10.0,2014.0,4,4,9,1.0,1,0,-1.0,-1.0,0,8,0,0,2015
0,7520.0,10.0,2014.0,3,3,9,1.0,1,0,-1.0,-1.0,0,8,0,0,2015
0,7520.0,10.0,2014.0,2,2,9,1.0,1,0,-1.0,-1.0,0,8,0,0,2015
0,7520.0,10.0,2014.0,1,1,9,1.0,1,0,-1.0,-1.0,0,8,0,0,2015
0,7520.0,10.0,2014.0,31,0,8,1.0,1,0,-1.0,-1.0,0,8,0,0,2015
0,7520.0,10.0,2014.0,30,6,8,0.0,0,0,-1.0,-1.0,0,8,0,1,2015
0,7520.0,10.0,2014.0,29,5,8,1.0,0,0,-1.0,-1.0,0,8,0,1,2015
0,7520.0,10.0,2014.0,28,4,8,1.0,0,0,-1.0,-1.0,1,8,0,0,2015
0,7520.0,10.0,2014.0,27,3,8,1.0,0,0,-1.0,-1.0,1,8,0,0,2015
0,7520.0,10.0,2014.0,26,2,8,1.0,0,0,-1.0,-1.0,1,8,0,0,2015
0,7520.0,10.0,2014.0,25,1,8,1.0,0,0,-1.0,-1.0,1,8,0,0,2015
0,7520.0,10.0,2014.0,24,0,8,1.0,0,0,-1.0,-1.0,1,8,0,0,2015
0,7520.0,10.0,2014.0,23,6,8,0.0,0,0,-1.0,-1.0,0,8,0,1,2015
0,7520.0,10.0,2014.0,22,5,8,1.0,0,0,-1.0,-1.0,0,8,0,1,2015
0,7520.0,10.0,2014.0,21,4,8,1.0,1,0,-1.0,-1.0,1,8,0,0,2015
0,7520.0,10.0,2014.0,20,3,8,1.0,1,0,-1.0,-1.0,1,8,0,0,2015
0,7520.0,10.0,2014.0,19,2,8,1.0,1,0,-1.0,-1.0,1,8,0,0,2015
0,7520.0,10.0,2014.0,18,1,8,1.0,1,0,-1.0,-1.0,1,8,0,0,2015
0,7520.0,10.0,2014.0,17,0,8,1.0,1,0,-1.0,-1.0,1,8,0,0,2015
0,7520.0,10.0,2014.0,16,6,8,0.0,0,0,-1.0,-1.0,0,8,0,1,2015
0,7520.0,10.0,2014.0,15,5,8,1.0,0,0,-1.0,-1.0,0,8,0,1,2015
0,7520.0,10.0,2014.0,14,4,8,1.0,0,0,-1.0,-1.0,1,8,0,0,2015
0,7520.0,10.0,2014.0,13,3,8,1.0,0,0,-1.0,-1.0,1,8,0,0,2015
0,7520.0,10.0,2014.0,12,2,8,1.0,0,0,-1.0,-1.0,1,8,0,0,2015
0,7520.0,10.0,2014.0,11,1,8,1.0,0,0,-1.0,-1.0,1,8,0,0,2015
0,7520.0,10.0,2014.0,10,0,8,1.0,0,0,-1.0,-1.0,1,8,0,0,2015
0,7520.0,10.0,2014.0,9,6,8,0.0,0,0,-1.0,-1.0,0,8,0,1,2015
0,7520.0,10.0,2014.0,8,5,8,1.0,0,0,-1.0,-1.0,0,8,0,1,2015
0,7520.0,10.0,2014.0,7,4,8,1.0,1,0,-1.0,-1.0,1,8,0,0,2015
0,7520.0,10.0,2014.0,6,3,8,1.0,1,0,-1.0,-1.0,1,8,0,0,2015
0,7520.0,10.0,2014.0,5,2,8,1.0,1,0,-1.0,-1.0,1,8,0,0,2015
0,7520.0,10.0,2014.0,4,1,8,1.0,1,0,-1.0,-1.0,1,8,0,0,2015
0,7520.0,10.0,2014.0,3,0,8,1.0,1,0,-1.0,-1.0,1,8,0,0,2015
0,7520.0,10.0,2014.0,2,6,8,0.0,0,0,-1.0,-1.0,0,8,0,1,2015
0,7520.0,10.0,2014.0,1,5,8,1.0,0,0,-1.0,-1.0,0,8,0,1,2015
2,2030.0,8.0,2000.0,17,3,9,1.0,1,0,-1.0,-1.0,0,9,0,0,2015
2,2030.0,8.0,2000.0,16,2,9,1.0,1,0,-1.0,-1.0,0,9,0,0,2015
2,2030.0,8.0,2000.0,15,1,9,1.0,1,0,-1.0,-1.0,0,9,0,0,2015
2,2030.0,8.0,2000.0,14,0,9,1.0,1,0,-1.0,-1.0,0,9,0,0,2015
2,2030.0,8.0,2000.0,13,6,9,0.0,0,0,-1.0,-1.0,0,9,0,1,2015
2,2030.0,8.0,2000.0,12,5,9,1.0,0,0,-1.0,-1.0,0,9,0,1,2015
2,2030.0,8.0,2000.0,11,4,9,1.0,0,0,-1.0,-1.0,0,9,0,0,2015
2,2030.0,8.0,2000.0,10,3,9,1.0,0,0,-1.0,-1.0,0,9,0,0,2015
2,2030.0,8.0,2000.0,9,2,9,1.0,0,0,-1.0,-1.0,0,9,0,0,2015
2,2030.0,8.0,2000.0,8,1,9,1.0,0,0,-1.0,-1.0,0,9,0,0,2015
2,2030.0,8.0,2000.0,7,0,9,1.0,0,0,-1.0,-1.0,0,9,0,0,2015
2,2030.0,8.0,2000.0,6,6,9,0.0,0,0,-1.0,-1.0,0,9,0,1,2015
2,2030.0,8.0,2000.0,5,5,9,1.0,0,0,-1.0,-1.0,0,9,0,1,2015
2,2030.0,8.0,2000.0,4,4,9,1.0,1,0,-1.0,-1.0,0,9,0,0,2015
2,2030.0,8.0,2000.0,3,3,9,1.0,1,0,-1.0,-1.0,0,9,0,0,2015
2,2030.0,8.0,2000.0,2,2,9,1.0,1,0,-1.0,-1.0,0,9,0,0,2015
2,2030.0,8.0,2000.0,1,1,9,1.0,1,0,-1.0,-1.0,0,9,0,0,2015
2,2030.0,8.0,2000.0,31,0,8,1.0,1,0,-1.0,-1.0,0,9,0,0,2015
2,2030.0,8.0,2000.0,30,6,8,0.0,0,0,-1.0,-1.0,0,9,0,1,2015
2,2030.0,8.0,2000.0,29,5,8,1.0,0,0,-1.0,-1.0,0,9,0,1,2015
2,2030.0,8.0,2000.0,28,4,8,1.0,0,0,-1.0,-1.0,0,9,0,0,2015
2,2030.0,8.0,2000.0,27,3,8,1.0,0,0,-1.0,-1.0,0,9,0,0,2015
2,2030.0,8.0,2000.0,26,2,8,1.0,0,0,-1.0,-1.0,0,9,0,0,2015
2,2030.0,8.0,2000.0,25,1,8,1.0,0,0,-1.0,-1.0,0,9,0,0,2015
2,2030.0,8.0,2000.0,24,0,8,1.0,0,0,-1.0,-1.0,0,9,0,0,2015
2,2030.0,8.0,2000.0,23,6,8,0.0,0,0,-1.0,-1.0,0,9,0,1,2015
2,2030.0,8.0,2000.0,22,5,8,1.0,0,0,-1.0,-1.0,0,9,0,1,2015
2,2030.0,8.0,2000.0,21,4,8,1.0,1,0,-1.0,-1.0,0,9,0,0,2015
2,2030.0,8.0,2000.0,20,3,8,1.0,1,0,-1.0,-1.0,0,9,0,0,2015
2,2030.0,8.0,2000.0,19,2,8,1.0,1,0,-1.0,-1.0,0,9,0,0,2015
2,2030.0,8.0,2000.0,18,1,8,1.0,1,0,-1.0,-1.0,0,9,0,0,2015
2,2030.0,8.0,2000.0,17,0,8,1.0,1,0,-1.0,-1.0,0,9,0,0,2015
2,2030.0,8.0,2000.0,16,6,8,0.0,0,0,-1.0,-1.0,0,9,0,1,2015
2,2030.0,8.0,2000.0,15,5,8,1.0,0,0,-1.0,-1.0,0,9,0,1,2015
2,2030.0,8.0,2000.0,14,4,8,1.0,0,0,-1.0,-1.0,0,9,0,0,2015
2,2030.0,8.0,2000.0,13,3,8,1.0,0,0,-1.0,-1.0,0,9,0,0,2015
2,2030.0,8.0,2000.0,12,2,8,1.0,0,0,-1.0,-1.0,0,9,0,0,2015
2,2030.0,8.0,2000.0,11,1,8,1.0,0,0,-1.0,-1.0,1,9,0,0,2015
2,2030.0,8.0,2000.0,10,0,8,1.0,0,0,-1.0,-1.0,1,9,0,0,2015
2,2030.0,8.0,2000.0,9,6,8,0.0,0,0,-1.0,-1.0,0,9,0,1,2015
2,2030.0,8.0,2000.0,8,5,8,1.0,0,0,-1.0,-1.0,0,9,0,1,2015
2,2030.0,8.0,2000.0,7,4,8,1.0,1,0,-1.0,-1.0,1,9,0,0,2015
2,2030.0,8.0,2000.0,6,3,8,1.0,1,0,-1.0,-1.0,1,9,0,0,2015
2,2030.0,8.0,2000.0,5,2,8,1.0,1,0,-1.0,-1.0,1,9,0,0,2015
2,2030.0,8.0,2000.0,4,1,8,1.0,1,0,-1.0,-1.0,1,9,0,0,2015
2,2030.0,8.0,2000.0,3,0,8,1.0,1,0,-1.0,-1.0,1,9,0,0,2015
2,2030.0,8.0,2000.0,2,6,8,0.0,0,0,-1.0,-1.0,0,9,0,1,2015
2,2030.0,8.0,2000.0,1,5,8,1.0,0,0,-1.0,-1.0,0,9,0,1,2015
0,3160.0,9.0,2009.0,17,3,9,1.0,1,0,-1.0,-1.0,0,10,0,0,2015
0,3160.0,9.0,2009.0,16,2,9,1.0,1,0,-1.0,-1.0,0,10,0,0,2015
0,3160.0,9.0,2009.0,15,1,9,1.0,1,0,-1.0,-1.0,0,10,0,0,2015
0,3160.0,9.0,2009.0,14,0,9,1.0,1,0,-1.0,-1.0,0,10,0,0,2015
0,3160.0,9.0,2009.0,13,6,9,0.0,0,0,-1.0,-1.0,0,10,0,1,2015
0,3160.0,9.0,2009.0,12,5,9,1.0,0,0,-1.0,-1.0,0,10,0,1,2015
0,3160.0,9.0,2009.0,11,4,9,1.0,0,0,-1.0,-1.0,0,10,0,0,2015
0,3160.0,9.0,2009.0,10,3,9,1.0,0,0,-1.0,-1.0,0,10,0,0,2015
0,3160.0,9.0,2009.0,9,2,9,1.0,0,0,-1.0,-1.0,0,10,0,0,2015
0,3160.0,9.0,2009.0,8,1,9,1.0,0,0,-1.0,-1.0,0,10,0,0,2015
0,3160.0,9.0,2009.0,7,0,9,1.0,0,0,-1.0,-1.0,0,10,0,0,2015
0,3160.0,9.0,2009.0,6,6,9,0.0,0,0,-1.0,-1.0,0,10,0,1,2015
0,3160.0,9.0,2009.0,5,5,9,1.0,0,0,-1.0,-1.0,0,10,0,1,2015
0,3160.0,9.0,2009.0,4,4,9,1.0,1,0,-1.0,-1.0,0,10,0,0,2015
0,3160.0,9.0,2009.0,3,3,9,1.0,1,0,-1.0,-1.0,0,10,0,0,2015
0,3160.0,9.0,2009.0,2,2,9,1.0,1,0,-1.0,-1.0,1,10,0,0,2015
0,3160.0,9.0,2009.0,1,1,9,1.0,1,0,-1.0,-1.0,1,10,0,0,2015
0,3160.0,9.0,2009.0,31,0,8,1.0,1,0,-1.0,-1.0,1,10,0,0,2015
0,3160.0,9.0,2009.0,30,6,8,0.0,0,0,-1.0,-1.0,1,10,0,1,2015
0,3160.0,9.0,2009.0,29,5,8,1.0,0,0,-1.0,-1.0,1,10,0,1,2015
0,3160.0,9.0,2009.0,28,4,8,1.0,0,0,-1.0,-1.0,1,10,0,0,2015
0,3160.0,9.0,2009.0,27,3,8,1.0,0,0,-1.0,-1.0,1,10,0,0,2015
0,3160.0,9.0,2009.0,26,2,8,1.0,0,0,-1.0,-1.0,1,10,0,0,2015
0,3160.0,9.0,2009.0,25,1,8,1.0,0,0,-1.0,-1.0,1,10,0,0,2015
0,3160.0,9.0,2009.0,24,0,8,1.0,0,0,-1.0,-1.0,1,10,0,0,2015
0,3160.0,9.0,2009.0,23,6,8,0.0,0,0,-1.0,-1.0,1,10,0,1,2015
0,3160.0,9.0,2009.0,22,5,8,1.0,0,0,-1.0,-1.0,1,10,0,1,2015
0,3160.0,9.0,2009.0,21,4,8,1.0,1,0,-1.0,-1.0,1,10,0,0,2015
0,3160.0,9.0,2009.0,20,3,8,1.0,1,0,-1.0,-1.0,1,10,0,0,2015
0,3160.0,9.0,2009.0,19,2,8,1.0,1,0,-1.0,-1.0,1,10,0,0,2015
0,3160.0,9.0,2009.0,18,1,8,1.0,1,0,-1.0,-1.0,1,10,0,0,2015
